UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2025,999,341145500,168832616,172312884,126890477,127752111,22514638,24297998,2431090,2366780,11111158,11979517,481765,468599,5403488,5447879,131732513,132609735,25030955,26878846,3913223,3902577,13140806,13988989,937904,925626,134021842,138330643,96820331,98427310,20674057,22423553,1205987,1241485,10732854,11602469,343694,337421,4244919,4298405,100623613,102257496,22626832,24436648,2221389,2316890,12449153,13300528,697721,693775,34810774,33982241,30070146,29324801,1840581,1874445,1225103,1125295,378304,377048,138071,131178,1158569,1149474,31108900,30352239,2404123,2442198,1691834,1585687,691653,688461,240183,231851
R,1,2025,0,3607772,1842705,1765067,1268002,1212423,296812,287394,36017,34912,109070,102567,7907,7510,124897,120261,1382860,1322987,365918,354069,59347,57524,155220,146803,16488,15695,1314990,1255663,842777,802349,256246,248104,11985,11476,100745,94790,4326,3988,98911,94956,934261,890148,311778,301538,26651,25622,138817,131203,10528,9893,527715,509404,425225,410074,40566,39290,24032,23436,8325,7777,3581,3522,25986,25305,448599,432839,54140,52531,32696,31902,16403,15600,5960,5802
R,1,2025,1,3641521,1859528,1781993,1274194,1218599,299631,290193,37010,35902,115023,108557,8088,7701,125582,121041,1389656,1329848,368911,357054,60465,58653,161637,153320,16708,15929,1322964,1263997,842268,802080,258430,250380,11970,11460,106559,100576,4479,4104,99258,95397,934039,890245,313916,303801,26608,25587,145069,137492,10714,10045,536564,517996,431926,416519,41201,39813,25040,24442,8464,7981,3609,3597,26324,25644,455617,439603,54995,53253,33857,33066,16568,15828,5994,5884
R,1,2025,2,3751644,1915590,1836054,1307643,1250377,308114,298781,38790,37707,123081,116316,8416,8083,129546,124790,1426729,1365050,379436,367543,63026,61194,171268,162615,17300,16562,1359616,1299202,860991,819713,265351,257477,12198,11706,114271,107900,4698,4326,102107,98080,955366,910331,322255,312216,27217,26175,154094,146088,11119,10445,555974,536852,446652,430664,42763,41304,26592,26001,8810,8416,3718,3757,27439,26710,471363,454719,57181,55327,35809,35019,17174,16527,6181,6117
R,1,2025,3,3776825,1928938,1847887,1317938,1258181,311585,303262,37225,35777,123921,117841,7772,7426,130497,125400,1437893,1373417,383391,372275,61642,59291,172508,164502,16702,15921,1392360,1329886,886573,841293,270428,263634,12481,11927,115637,109843,4456,4243,102785,98946,981563,932697,327633,318735,27565,26498,155842,148515,10916,10411,536578,518001,431365,416888,41157,39628,24744,23850,8284,7998,3316,3183,27712,26454,456330,440720,55758,53540,34077,32793,16666,15987,5786,5510
R,1,2025,4,3746060,1914222,1831838,1303283,1243664,312966,303355,37599,36046,126177,119901,7293,6878,126904,121994,1419963,1355813,382986,370657,61248,58859,173316,165176,15955,15136,1387091,1325020,877350,833969,274149,266236,12915,12447,118071,111950,4523,4139,100083,96279,969855,922934,329974,319970,27569,26571,157132,149507,10808,10148,527131,506818,425933,409695,38817,37119,24684,23599,8106,7951,2770,2739,26821,25715,450108,432879,53012,50687,33679,32288,16184,15669,5147,4988
R,1,2025,5,3866896,1975028,1891868,1362526,1300253,309720,302519,39057,37357,129390,123045,7588,7035,126747,121659,1478999,1412044,379426,369549,62681,60261,176678,168169,16277,15261,1446857,1383156,934247,887160,272303,266774,14042,13632,121124,115127,4755,4362,100386,96101,1026945,975885,328048,320287,28823,27873,160506,152661,11151,10412,528171,508712,428279,413093,37417,35745,25015,23725,8266,7918,2833,2673,26361,25558,452054,436159,51378,49262,33858,32388,16172,15508,5126,4849
R,1,2025,6,3919652,2001870,1917782,1381043,1317703,313534,306819,39369,37717,131799,125283,7772,7159,128353,123101,1498992,1430790,384061,374618,63326,60886,179734,170961,16555,15510,1466111,1401447,946185,898239,275828,270440,14177,13766,123429,117330,4853,4472,101639,97200,1040030,987954,332219,324537,29132,28175,163367,155313,11318,10606,535759,516335,434858,419464,37706,36379,25192,23951,8370,7953,2919,2687,26714,25901,458962,442836,51842,50081,34194,32711,16367,15648,5237,4904
R,1,2025,7,4005537,2048199,1957338,1414104,1347029,319164,311283,39443,37219,137541,130060,7859,7316,130088,124431,1533555,1461361,390123,379785,63909,60759,186412,176107,16890,15801,1504416,1433523,968659,917881,282893,275910,15008,14321,129442,122282,5047,4668,103367,98461,1063979,1008758,339811,330717,30413,29044,170344,160631,11757,10909,543783,523815,445445,429148,36271,35373,24435,22898,8099,7778,2812,2648,26721,25970,469576,452603,50312,49068,33496,31715,16068,15476,5133,4892
R,1,2025,8,4114444,2103069,2011375,1464133,1394385,318727,312785,38731,37402,141722,133577,7887,7483,131869,125743,1585261,1509935,389797,381114,63798,61535,191793,180610,17127,16153,1546485,1475075,1004733,952403,282576,277292,15812,15157,133542,125816,5072,4807,104750,99600,1101367,1044344,339449,331936,31701,30345,175476,165070,11945,11208,556584,536300,459400,441982,36151,35493,22919,22245,8180,7761,2815,2676,27119,26143,483894,465591,50348,49178,32097,31190,16317,15540,5182,4945
