UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4.2,2020,999,331516113,162758499,168757614,120989374,123751977,21146799,23145810,3206339,3129718,9858084,10820381,431425,430685,7126478,7479043,127523553,130598027,23821655,26004166,6293316,6466698,12034592,13015101,908799,908453,131807916,137552009,96255174,98748317,19341931,21291390,1128376,1160058,9453719,10409232,320725,319974,5307991,5623038,101126349,103899345,21290059,23394301,3245023,3505111,11191143,12161605,671224,671614,30950583,31205605,24734200,25003660,1804868,1854420,2077963,1969660,404365,411149,110700,110711,1818487,1856005,26397204,26698682,2531596,2609865,3048293,2961587,843449,853496,237575,236839
R,4.2,2020,0,3719470,1900244,1819226,1255926,1197243,297101,289558,43696,41748,113420,107661,6843,6446,183258,176570,1427623,1362442,386179,376125,94367,90640,178119,169540,17360,16474,1410770,1348723,900545,855343,258700,252433,14654,14085,104441,98914,4740,4579,127690,123369,1020794,971389,320466,312880,44228,42572,152619,145093,11475,10877,489474,470503,355381,341900,38401,37125,29042,27663,8979,8747,2103,1867,55568,53201,406829,391053,65713,63245,50139,48068,25500,24447,5885,5597
R,4.2,2020,1,3764281,1922273,1842008,1277432,1220049,300004,292040,43958,42614,114047,108208,6939,6713,179893,172384,1445988,1381321,386721,375530,94121,90640,177469,168945,17552,16679,1434034,1370922,920266,875034,262200,255756,15135,14754,105276,99689,4896,4843,126261,120846,1039134,988598,322995,314475,44476,42817,152902,144921,11701,11242,488239,471086,357166,345015,37804,36284,28823,27860,8771,8519,2043,1870,53632,51538,406854,392723,63726,61055,49645,47823,24567,24024,5851,5437
R,4.2,2020,2,3841150,1963093,1878057,1305077,1244659,308242,299482,45865,44108,117848,112210,7280,6545,178781,171053,1472446,1404493,393870,382084,96509,92443,180867,172268,17971,16493,1464359,1396951,938567,891110,270415,262704,15654,14958,108923,103626,5188,4623,125612,119930,1056690,1003791,330575,320760,45423,43039,156162,148532,12106,10914,498734,481106,366510,353549,37827,36778,30211,29150,8925,8584,2092,1922,53169,51123,415756,400702,63295,61324,51086,49404,24705,23736,5865,5579
R,4.2,2020,3,3916585,2001743,1914842,1336245,1273211,308594,300307,47895,46220,123015,116683,7315,6930,178679,171491,1503056,1433326,393007,382603,99419,95998,186007,176291,18139,17158,1490879,1422035,959405,909837,270104,263290,16212,15671,113949,108072,5214,4918,125995,120247,1077635,1022717,329593,321270,46509,44812,161449,152526,12220,11459,510864,492807,376840,363374,38490,37017,31683,30549,9066,8611,2101,2012,52684,51244,425421,410609,63414,61333,52910,51186,24558,23765,5919,5699
R,4.2,2020,4,3984785,2036417,1948368,1369785,1304390,310251,302212,48975,47647,121786,116433,7266,6917,178354,170769,1536512,1463808,393794,383340,101562,97827,184257,175719,18122,17206,1514241,1446811,982389,931843,271908,265467,16476,16162,112770,107796,5190,4926,125508,120617,1100311,1045015,330894,323184,47466,45823,159582,152283,12157,11556,522176,501557,387396,372547,38343,36745,32499,31485,9016,8637,2076,1991,52846,50152,436201,418793,62900,60156,54096,52004,24675,23436,5965,5650
R,4.2,2020,5,4007170,2047304,1959866,1376047,1312354,313093,304158,49875,48026,125107,118457,7173,7021,176009,169850,1540520,1470829,395258,384781,102525,98851,186359,176706,17653,17052,1527745,1458577,989101,939538,275100,267379,16994,16263,116292,110084,5176,4970,125082,120343,1106565,1052380,333706,324925,48459,46350,162572,154012,12046,11485,519559,501289,386946,372816,37993,36779,32881,31763,8815,8373,1997,2051,50927,49507,433955,418449,61552,59856,54066,52501,23787,22694,5607,5567
R,4.2,2020,6,3977620,2033234,1944386,1372370,1307161,310003,301331,49618,47613,122202,116298,7292,6901,171749,165082,1532903,1461203,389623,379178,101934,97912,181547,172558,17687,16805,1518080,1447181,987297,936118,272818,264898,16802,16173,113480,108002,5175,4842,122508,117148,1102330,1046004,329890,320751,48256,46166,158517,150361,12006,11321,515154,497205,385073,371043,37185,36433,32816,31440,8722,8296,2117,2059,49241,47934,430573,415199,59733,58427,53678,51746,23030,22197,5681,5484
R,4.2,2020,7,4013733,2050251,1963482,1382816,1318680,311307,303108,50340,48778,128753,122045,7490,6997,169545,163874,1540904,1471332,389317,379215,102903,99815,187435,178081,17799,16838,1530042,1462188,992449,943152,273975,267060,17110,16334,120271,113771,5295,4951,120942,116920,1105876,1052596,329831,321792,48681,46934,164867,156346,12091,11446,520209,501294,390367,375528,37332,36048,33230,32444,8482,8274,2195,2046,48603,46954,435028,418736,59486,57423,54222,52881,22568,21735,5708,5392
R,4.2,2020,8,4030006,2061917,1968089,1398145,1329385,314004,303951,51346,48617,123807,117862,7241,6892,167374,161382,1554200,1479769,390541,378209,104316,99583,181017,172687,17526,16708,1535501,1463419,1001758,949029,276471,268033,17140,16446,115230,109734,5113,4818,119789,115359,1113999,1056981,331726,321666,49200,47258,158772,151462,11918,11354,526416,504670,396387,380356,37533,35918,34206,32171,8577,8128,2128,2074,47585,46023,440201,422788,58815,56543,55116,52325,22245,21225,5608,5354
R,4.2,2020,9,4092429,2093383,1999046,1422832,1353110,321095,310343,51967,50607,122630,116638,7318,7081,167541,161267,1579000,1503198,396936,384230,106179,102962,179442,170849,17495,16871,1554099,1479965,1014623,960893,283273,273808,17163,16742,113999,108400,5209,5016,119832,115106,1126869,1068445,338002,327162,49997,48431,157215,149540,12034,11434,539284,519081,408209,392217,37822,36535,34804,33865,8631,8238,2109,2065,47709,46161,452131,434753,58934,57068,56182,54531,22227,21309,5461,5437
R,4.2,2020,10,4193446,2145150,2048296,1463817,1392100,328601,317662,51797,49635,123118,117926,7256,6850,170561,164123,1622847,1544996,406239,393636,106847,102497,180412,172266,17590,16811,1585748,1511993,1032860,978771,291275,281529,17475,17040,114856,110034,5021,4745,124261,119874,1149231,1090923,348393,337562,51623,50084,159248,152134,12043,11528,559402,536303,430957,413329,37326,36133,34322,32595,8262,7892,2235,2105,46300,44249,473616,454073,57846,56074,55224,52413,21164,20132,5547,5283
R,4.2,2020,11,4285707,2192375,2093332,1501714,1427073,335543,324031,53052,51357,124502,118911,7240,6967,170324,164993,1660132,1580727,412740,399756,109161,105669,181050,172789,17832,17025,1617696,1542018,1056496,1000325,297721,287806,18031,17566,116141,110993,4973,4762,124334,120566,1172606,1113042,354955,344048,53045,51651,160025,152664,12156,11638,574679,551314,445218,426748,37822,36225,35021,33791,8361,7918,2267,2205,45990,44427,487526,467685,57785,55708,56116,54018,21025,20125,5676,5387
R,4.2,2020,12,4388346,2243186,2145160,1539947,1465960,341252,329639,54832,52850,128534,123006,7282,6944,171339,166761,1699254,1620835,418189,405661,112603,109239,185045,177332,17971,17146,1655735,1579067,1082688,1026553,303450,293219,18680,17790,120061,114879,4971,4796,125885,121830,1200166,1140261,360649,349676,55140,53197,164259,156812,12318,11705,587451,566093,457259,439407,37802,36420,36152,35060,8473,8127,2311,2148,45454,44931,499088,480574,57540,55985,57463,56042,20786,20520,5653,5441
R,4.2,2020,13,4382519,2242920,2139599,1549261,1470370,339282,325887,55877,53230,124421,120189,7284,6969,166795,162954,1704201,1621671,413236,399145,113164,109206,179334,172992,17699,16957,1654946,1576344,1091562,1031691,301677,289969,18538,17893,116037,112304,4914,4725,122218,119762,1205579,1143442,356490,344708,54599,53358,158892,153357,12055,11521,587974,563255,457699,438679,37605,35918,37339,35337,8384,7885,2370,2244,44577,43192,498622,478229,56746,54437,58565,55848,20442,19635,5644,5436
