UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2020,999,331577720,164243648,167334072,125540985,126164953,21605179,23306566,2175248,2126877,9729791,10494819,433463,418430,4758982,4822427,129786618,130444272,23770111,25546660,3551810,3559748,11502891,12255888,849595,836641,132718367,136621306,98005964,99390805,20030550,21690561,1191225,1220480,9401860,10168860,313078,306130,3775690,3844470,101373063,102799307,21731759,23461031,2161968,2252154,10904752,11660572,639638,635836,31525281,30712766,27535021,26774148,1574629,1616005,984023,906397,327931,325959,120385,112300,983292,977957,28413555,27644965,2038352,2085629,1389842,1307594,598139,595316,209957,200805
R,7,2020,0,3703341,1893449,1809892,1314301,1254095,300748,291365,35142,33583,111737,105177,7006,6617,124515,119055,1428838,1363594,369824,357570,58228,55733,157697,148943,15532,14695,1399115,1335075,912352,867656,265252,257178,13748,13245,104054,97896,4289,3992,99420,95108,1004303,955598,321198,310821,28495,27420,142219,134266,10548,9929,494334,474817,401949,386439,35496,34187,21394,20338,7683,7281,2717,2625,25095,23947,424535,407996,48626,46749,29733,28313,15478,14677,4984,4766
R,7,2020,1,3764698,1922716,1841982,1337162,1277458,302932,295564,35853,34472,114943,108366,7274,6835,124552,119287,1451661,1387121,371934,361826,59030,56777,160964,152202,15813,14927,1419703,1356311,927483,881424,267134,260870,14315,13833,106967,100845,4442,4191,99362,95148,1019304,969354,322908,314473,29134,28098,145206,137235,10730,10148,503013,485671,409679,396034,35798,34694,21538,20639,7976,7521,2832,2644,25190,24139,432357,417767,49026,47353,29896,28679,15758,14967,5083,4779
R,7,2020,2,3854287,1970428,1883859,1368682,1305408,309694,301954,36511,34556,121384,113717,7347,6979,126810,121245,1485252,1416850,379579,369146,60125,57209,168507,158411,16094,15248,1459927,1392038,951180,902727,274595,267925,14338,13838,113637,106260,4615,4344,101562,96944,1045012,992278,331300,322388,29482,28384,152996,143492,11100,10452,510501,491821,417502,402681,35099,34029,22173,20718,7747,7457,2732,2635,25248,24301,440240,424572,48279,46758,30643,28825,15511,14919,4994,4796
R,7,2020,3,3933667,2012970,1920697,1403254,1335319,310346,301841,35684,34622,128320,120140,7521,7123,127845,121652,1520677,1447115,379810,368687,59719,57656,176594,165240,16515,15525,1493003,1420046,974048,922531,275763,268262,15408,14776,120537,112746,4815,4478,102432,97253,1068556,1012330,331986,322396,30960,29628,160980,150341,11536,10693,519967,500651,429206,412788,34583,33579,20276,19846,7783,7394,2706,2645,25413,24399,452121,434785,47824,46291,28759,28028,15614,14899,4979,4832
R,7,2020,4,4038296,2063808,1974488,1454563,1385815,311128,305003,35327,33974,126322,119063,7392,7090,129076,123543,1573202,1499392,381041,372448,59962,57574,174836,164996,16453,15655,1530572,1461942,1010997,959441,277113,272025,15932,15332,118520,111722,4675,4477,103335,98945,1106425,1050846,333792,326732,31894,30640,159032,150079,11409,10839,533236,512546,443566,426374,34015,32978,19395,18642,7802,7341,2717,2613,25741,24598,466777,448546,47249,45716,28068,26934,15804,14917,5044,4816
R,7,2020,5,4074896,2081473,1993423,1464221,1398051,317098,309259,35079,34074,128989,121353,7331,7095,128755,123591,1582567,1511670,386889,376678,59793,57749,177183,167294,16370,15647,1549070,1479042,1020745,969954,282559,275747,16276,15606,121523,114163,4690,4508,103277,99064,1116106,1061455,339127,330443,32397,30981,161919,152604,11452,10896,532403,514381,443476,428097,34539,33512,18803,18468,7466,7190,2641,2587,25478,24527,466461,450215,47762,46235,27396,26768,15264,14690,4918,4751
R,7,2020,6,4063071,2080524,1982547,1467770,1392363,317647,308685,35337,34062,125318,118603,7030,6761,127422,122073,1584929,1504570,386242,375418,59973,57593,173232,163706,16105,15326,1550769,1474903,1026356,969705,282880,275308,16629,15905,118169,111818,4565,4370,102170,97797,1120757,1060027,338435,329462,32740,31222,158304,149492,11317,10738,529755,507644,441414,422658,34767,33377,18708,18157,7149,6785,2465,2391,25252,24276,464172,444543,47807,45956,27233,26371,14928,14214,4788,4588
R,7,2020,7,4050053,2069755,1980298,1458848,1391786,315502,307349,35004,33799,127505,120279,7053,6727,125843,120358,1574413,1502240,382799,372550,59466,57304,175219,165214,16217,15292,1543868,1472861,1019232,967947,281779,274716,16786,16040,120581,113484,4632,4347,100858,96327,1112274,1056754,336228,327493,32785,31396,160585,151048,11438,10666,525887,507437,439616,423839,33723,32633,18218,17759,6924,6795,2421,2380,24985,24031,462139,445486,46571,45057,26681,25908,14634,14166,4779,4626
R,7,2020,8,4057336,2076646,1980690,1470489,1398573,316583,306588,36081,34741,122435,115825,6804,6542,124254,118421,1584577,1507279,383248,370566,60614,58163,169061,159876,15770,15062,1545113,1469597,1025736,970675,283211,274625,16851,16177,115647,109289,4399,4217,99269,94614,1117304,1057941,337004,326333,32837,31445,154652,146067,11041,10510,531533,511093,444753,427898,33372,31963,19230,18564,6788,6536,2405,2325,24985,23807,467273,449338,46244,44233,27777,26718,14409,13809,4729,4552
R,7,2020,9,4102425,2104476,1997949,1499332,1418832,318952,308102,34609,33347,120096,113231,6735,6394,124752,118043,1613958,1527195,385727,371716,59513,57107,166725,156970,15775,14856,1558860,1475039,1037573,977120,287010,276890,17149,16227,113453,106895,4368,4130,99307,93777,1129224,1063597,340813,328019,33327,31645,152293,143279,11034,10341,545616,522910,461759,441712,31942,31212,17460,17120,6643,6336,2367,2264,25445,24266,484734,463598,44914,43697,26186,25462,14432,13691,4741,4515
R,7,2020,10,4188710,2145502,2043208,1537482,1458159,323859,312615,34174,33052,118787,113107,6474,6289,124726,119986,1652378,1568431,390798,377600,59283,57526,164740,156815,15304,14727,1583609,1505215,1058332,999384,292416,282469,17320,16993,112391,107065,4350,4188,98800,95116,1149742,1087162,346149,334539,33434,32886,150563,143448,10866,10362,561893,537993,479150,458775,31443,30146,16854,16059,6396,6042,2124,2101,25926,24870,502636,481269,44649,43061,25849,24640,14177,13367,4438,4365
R,7,2020,11,4278752,2190715,2088037,1575877,1495032,332898,322416,34482,33142,117815,112957,6526,6465,123117,118025,1689009,1603635,399127,386629,59450,56648,162779,155602,15162,14770,1620461,1542761,1087830,1028563,301381,291894,17888,17307,111354,106886,4395,4374,97613,93737,1177902,1115197,354706,343739,33927,32369,148784,142492,10773,10511,570254,545276,488047,466469,31517,30522,16594,15835,6461,6071,2131,2091,25504,24288,511107,488438,44421,42890,25523,24279,13995,13110,4389,4259
R,7,2020,12,4442278,2275346,2166932,1640115,1554327,345521,334926,36145,34501,122742,117370,6777,6520,124046,119288,1754008,1663843,412183,400127,61198,58595,167995,160166,15715,14779,1682001,1601848,1130477,1069838,313136,303700,18696,18069,116394,111238,4612,4331,98686,94672,1221430,1157065,367109,356395,34875,33475,154186,146874,11199,10440,593345,565084,509638,484489,32385,31226,17449,16432,6348,6132,2165,2189,25360,24616,532578,506778,45074,43732,26323,25120,13809,13292,4516,4339
R,7,2020,13,4432504,2270863,2161641,1644066,1559534,343761,331294,36455,34512,120508,114505,6685,6568,119388,115228,1753713,1665130,407616,393588,61013,58294,164094,155930,15312,14861,1681765,1598899,1137662,1075487,312036,300925,18574,18087,114065,108545,4577,4399,94851,91456,1225144,1159584,363611,351379,34455,33333,150346,143105,10967,10512,589098,562742,506404,484047,31725,30369,17881,16425,6443,5960,2108,2169,24537,23772,528569,505546,44005,42209,26558,24961,13748,12825,4345,4349
