UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2021,999,332100166,162980790,169119376,120747031,123610911,21236948,23264417,3238087,3166677,9992552,10962460,438243,437798,7327929,7677113,127471202,130643286,24014565,26223346,6371323,6550594,12244429,13230627,926839,926621,131587463,137426078,95717049,98271466,19386730,21363310,1135083,1168285,9578252,10541208,325580,324991,5444769,5756818,100718198,103549355,21404084,23533990,3275687,3537086,11371298,12347780,682987,683215,31393327,31693298,25029982,25339445,1850218,1901107,2103004,1998392,414300,421252,112663,112807,1883160,1920295,26753004,27093931,2610481,2689356,3095636,3013508,873131,882847,243852,243406
R,7,2021,0,3572165,1827405,1744760,1193236,1134466,299788,290902,41051,39451,107849,101966,6348,5927,179133,172048,1361060,1295385,386866,375243,90862,87397,170953,162163,16642,15764,1337828,1272529,841157,794943,258552,250780,12348,11870,98509,92954,4346,4043,122916,117939,956923,905893,317996,308544,40818,39070,144902,137144,10817,10073,489577,472231,352079,339523,41236,40122,28703,27581,9340,9012,2002,1884,56217,54109,404137,389492,68870,66699,50044,48327,26051,25019,5825,5691
R,7,2021,1,3697247,1889646,1807601,1245454,1187253,297671,289546,43135,41112,114412,108256,6699,6290,182275,175144,1416231,1351113,386313,375425,93541,89570,178740,169677,17155,16253,1399882,1337817,890142,845921,258861,252142,14168,13602,105419,99560,4655,4425,126637,122167,1009406,960839,320143,312002,43460,41750,153213,145335,11326,10666,489764,469784,355312,341332,38810,37404,28967,27510,8993,8696,2044,1865,55638,52977,406825,390274,66170,63423,50081,47820,25527,24342,5829,5587
R,7,2021,2,3756935,1917854,1839081,1270615,1213624,300654,293433,44203,42816,114863,109164,6951,6662,180568,173382,1439755,1375808,388000,377737,94486,91091,178452,170100,17519,16625,1425582,1364116,911046,866275,262436,256624,15127,14648,105907,100528,4854,4781,126212,121260,1029843,980240,323364,315762,44445,42770,153452,145846,11604,11129,492272,474965,359569,347349,38218,36809,29076,28168,8956,8636,2097,1881,54356,52122,409912,395568,64636,61975,50041,48321,25000,24254,5915,5496
R,7,2021,3,3832978,1957994,1874984,1299518,1240388,308134,299913,45702,44010,118046,112152,7211,6605,179383,171916,1467486,1401074,394302,383102,96222,92276,181264,172576,17908,16588,1460494,1394540,934619,887809,270071,263080,15300,14780,109256,103581,5140,4697,126108,120593,1053240,1001109,330635,321573,44922,42831,156752,148791,12061,11050,497500,480444,364899,352579,38063,36833,30402,29230,8790,8571,2071,1908,53275,51323,414246,399965,63667,61529,51300,49445,24512,23785,5847,5538
R,7,2021,4,3894042,1990327,1903715,1325482,1263183,308793,299883,47219,45807,123071,117005,7351,6872,178411,170965,1492148,1422801,393249,382072,98380,95139,186124,176567,18154,17015,1482541,1413156,950811,901717,270564,262873,16159,15562,114032,108400,5253,4877,125722,119727,1068831,1014094,329959,320638,46268,44364,161585,152813,12263,11341,507786,490559,374671,361466,38229,37010,31060,30245,9039,8605,2098,1995,52689,51238,423317,408707,63290,61434,52112,50775,24539,23754,5891,5674
R,7,2021,5,3982515,2034615,1947900,1367755,1303177,309112,302034,48844,47194,122566,117088,7268,6952,179070,171455,1535094,1463231,393129,383504,101389,97509,185389,176712,18144,17272,1512553,1446331,980493,930430,270901,265374,16438,16156,113511,108450,5194,4961,126016,120960,1098852,1043927,330240,323206,47364,45873,160585,153168,12179,11610,522062,501569,387262,372747,38211,36660,32406,31038,9055,8638,2074,1991,53054,50495,436242,419304,62889,60298,54025,51636,24804,23544,5965,5662
R,7,2021,6,4010593,2049221,1961372,1376242,1312688,314016,304691,49485,47920,125537,118708,7230,7000,176711,170365,1541361,1471679,396775,385666,102176,98573,186954,177323,17763,17046,1527120,1458117,987377,938326,275727,267705,16874,16185,116677,110300,5194,4961,125271,120640,1104996,1051471,334598,325467,48265,46137,163008,154484,12067,11471,522101,503255,388865,374362,38289,36986,32611,31735,8860,8408,2036,2039,51440,49725,436365,420208,62177,60199,53911,52436,23946,22839,5696,5575
R,7,2021,7,3997065,2043701,1953364,1378199,1311295,311628,302885,49636,47630,123721,117860,7291,6988,173226,166706,1540117,1466882,391946,381660,102097,98092,183860,174779,17749,16982,1525363,1453880,991028,938744,273902,266180,16860,16191,114939,109560,5202,4932,123432,118273,1106955,1049707,331342,322638,48330,46203,160561,152437,12075,11477,518338,499484,387171,372551,37726,36705,32776,31439,8782,8300,2089,2056,49794,48433,433162,417175,60604,59022,53767,51889,23299,22342,5674,5505
R,7,2021,8,4006869,2047028,1959841,1379854,1316309,311553,303282,49864,47963,128046,121169,7456,6976,170255,164142,1538690,1469228,390002,379731,102326,98860,187067,177328,17832,16830,1527957,1459012,990341,940857,274200,267068,17108,16318,119511,112869,5297,4938,121500,116962,1104318,1050352,330403,322006,48643,46809,164357,155462,12126,11404,519071,500829,389513,375452,37353,36214,32756,31645,8535,8300,2159,2038,48755,47180,434372,418876,59599,57725,53683,52051,22710,21866,5706,5426
R,7,2021,9,4020066,2055456,1964610,1391225,1324620,313466,303686,51261,49139,124873,118700,7275,6904,167356,161561,1547255,1475142,390189,378222,103965,100005,182189,173625,17508,16714,1531317,1460676,997134,945462,275988,267868,17026,16436,116335,110593,5141,4859,119693,115458,1109298,1053496,331233,321658,48853,47122,160000,152403,11915,11395,524139,503934,394091,379158,37478,35818,34235,32703,8538,8107,2134,2045,47663,46103,437957,421646,58956,56564,55112,52883,22189,21222,5593,5319
R,7,2021,10,4079899,2087925,1991974,1417895,1346572,319391,309314,51733,50096,123803,117596,7361,7090,167742,161306,1574254,1496730,395442,383273,105742,102038,180855,172113,17600,16922,1549791,1474406,1010867,956243,281477,272460,17212,16502,115115,109280,5199,4957,119921,114964,1123206,1063713,336357,325740,49900,47842,158452,150611,12034,11388,538134,517568,407028,390329,37914,36854,34521,33594,8688,8316,2162,2133,47821,46342,451048,433017,59085,57533,55842,54196,22403,21502,5566,5534
R,7,2021,11,4174119,2134794,2039325,1454444,1384448,326545,315314,52295,50108,124091,118527,7244,6924,170175,164004,1613150,1537234,403859,390936,107402,103294,181318,172923,17552,16868,1577882,1505487,1027252,974552,289194,279274,17223,17011,115780,110661,5073,4838,123360,119151,1142805,1086024,345718,334675,51159,50151,159964,152526,12073,11510,556912,533838,427192,409896,37351,36040,35072,33097,8311,7866,2171,2086,46815,44853,470345,451210,58141,56261,56243,53143,21354,20397,5479,5358
R,7,2021,12,4251285,2174616,2076669,1488187,1414291,333020,321897,52495,50863,123806,118864,7171,6959,169937,163795,1646258,1566868,409999,397412,108225,104340,180440,172415,17650,16925,1604958,1530341,1047473,991603,295442,285821,17833,17388,115450,110956,4909,4776,123851,119797,1163194,1103641,352349,341889,52516,50916,159314,152498,11986,11640,569658,546328,440714,422688,37578,36076,34662,33475,8356,7908,2262,2183,46086,43998,483064,463227,57650,55523,55709,53424,21126,19917,5664,5285
R,7,2021,13,4388243,2243315,2144928,1538313,1463643,342290,330738,54822,52767,128574,123488,7353,6938,171963,167354,1698225,1619133,419861,407351,112129,108827,185415,178103,18139,17032,1654456,1578585,1080104,1024485,304081,293947,18748,17782,120153,115288,5048,4758,126322,122325,1198001,1138665,361830,350899,54907,52935,164585,157488,12408,11646,588859,566343,458209,439158,38209,36791,36074,34985,8421,8200,2305,2180,45641,45029,500224,480468,58031,56452,57222,55892,20830,20615,5731,5386
R,7,2021,14,4383705,2243732,2139973,1546675,1468710,340567,326768,55829,52969,125889,120599,7307,7052,167465,163875,1702259,1620783,415310,400707,113182,108961,180788,173857,17698,17206,1654943,1575608,1088607,1029110,302838,290885,18444,17877,117393,112644,4960,4829,122701,120263,1203106,1141242,358216,346034,54596,53205,160179,154075,12127,11739,588789,564365,458068,439600,37729,35883,37385,35092,8496,7955,2347,2223,44764,43612,499153,479541,57094,54673,58586,55756,20609,19782,5571,5467
R,7,2021,15,4323562,2213336,2110226,1537356,1455557,329392,318706,54525,52543,123471,119903,7187,6781,161405,156736,1687317,1601118,399927,388040,111068,107089,176457,170918,17090,16459,1636616,1557495,1086038,1023847,293399,283929,18181,17540,115285,112328,4944,4621,118769,115230,1196872,1131373,345864,335836,54158,52229,156861,151982,11774,11263,576720,552731,451318,431710,35993,34777,36344,35003,8186,7575,2243,2160,42636,41506,490445,469745,54063,52204,56910,54860,19596,18936,5316,5196
R,7,2021,16,4311859,2209050,2102809,1539982,1455701,326623,312837,54366,52733,124589,122783,7121,6810,156369,151945,1685071,1596493,393719,379480,110452,106914,175960,171940,16781,16098,1637164,1557606,1091376,1028824,291209,279161,18151,17430,116679,115432,4904,4719,114845,112040,1198332,1133028,340964,328977,53883,51959,156969,154130,11580,11170,571886,545203,448606,426877,35414,33676,36215,35303,7910,7351,2217,2091,41524,39905,486739,463465,52755,50503,56569,54955,18991,17810,5201,4928
R,7,2021,17,4337844,2223869,2113975,1557181,1469453,326044,312762,54399,51625,126283,124827,7210,6763,152752,148545,1698780,1607327,390533,376854,110039,105619,176351,172764,16783,15877,1657350,1574071,1111246,1044976,291577,279794,18205,17239,118505,117628,4981,4663,112836,109771,1216288,1147156,339693,327765,54078,52156,158006,155334,11629,11010,566519,539904,445935,424477,34467,32968,36194,34386,7778,7199,2229,2100,39916,38774,482492,460171,50840,49089,55961,53463,18345,17430,5154,4867
