UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2024,999,338427293,166072634,172354659,121678858,124631865,21771245,23849111,3452627,3362250,10865260,11874882,462438,463277,7842206,8173274,128884630,132128085,24803677,27054439,6710197,6867764,13312278,14329792,979349,979467,132353193,138404110,94956734,97636408,19727645,21761043,1149769,1185583,10412933,11415116,341540,341333,5764572,6064627,100258829,103203561,21894880,24077072,3343162,3605687,12351406,13360521,715570,715254,33719441,33950549,26722124,26995457,2043600,2088068,2302858,2176667,452327,459766,120898,121944,2077634,2108647,28625801,28924524,2908797,2977367,3367035,3262077,960872,969271,263779,264213
R,1,2024,0,3604022,1843219,1760803,1199256,1144222,293140,283750,46914,44709,114003,106884,6830,6659,183076,174579,1370716,1307456,382083,369280,98090,93604,178446,167908,17379,16680,1301002,1240731,811559,771786,246372,238846,11552,11237,103393,96682,4622,4438,123504,117742,927859,882525,306012,296436,40107,38332,150159,140936,11126,10462,542217,520072,387697,372436,46768,44904,35362,33472,10610,10202,2208,2221,59572,56837,442857,424931,76071,72844,57983,55272,28287,26972,6253,6218
R,1,2024,1,3713984,1896690,1817294,1232533,1177967,304559,295251,47200,45728,119713,113032,7241,6903,185444,178413,1406198,1344763,394576,382541,98771,95499,185216,175649,17898,17118,1349005,1288617,838855,798437,257894,250174,12109,11612,109007,102845,4788,4449,126352,121100,957802,912301,318777,309252,41236,39382,157069,148610,11444,10654,547685,528677,393678,379530,46665,45077,35091,34116,10706,10187,2453,2454,59092,57313,448396,432462,75799,73289,57535,56117,28147,27039,6454,6464
R,1,2024,2,3739486,1910042,1829444,1244679,1187595,307213,299477,44636,42753,120440,114450,6807,6532,186267,178637,1419118,1354591,397598,386792,96365,92418,186302,177321,17501,16738,1380801,1318261,863771,819306,262417,255962,12445,11834,110479,104807,4556,4326,127133,122026,983441,934017,323608,315379,41695,39754,158955,151088,11259,10586,529241,511183,380908,368289,44796,43515,32191,30919,9961,9643,2251,2206,59134,56611,435677,420574,73990,71413,54670,52664,27347,26233,6242,6152
R,1,2024,3,3707439,1894723,1812716,1230152,1172890,307944,298617,44755,43071,123265,116992,6664,6303,181943,174843,1400561,1336399,396406,384238,95060,91471,187596,178497,17086,16276,1375949,1313737,854078,811260,265719,257962,12983,12526,113708,107548,4669,4350,124792,120091,971553,924191,325906,316567,41597,39915,161263,153039,11234,10501,518774,498979,376074,361630,42225,40655,31772,30545,9557,9444,1995,1953,57151,54752,429008,412208,70500,67671,53463,51556,26333,25458,5852,5775
R,1,2024,4,3818639,1949915,1868724,1284702,1225038,302883,296541,46616,44638,125120,119124,7068,6698,183526,176685,1456561,1390242,391623,382639,97463,93710,190202,181361,17677,16752,1435141,1373010,909228,862790,262956,258273,14689,14217,115822,110062,4932,4760,127514,122908,1029212,978281,324132,317985,44114,42545,164489,156568,11730,11109,514774,495714,375474,362248,39927,38268,31927,30421,9298,9062,2136,1938,56012,53777,427349,411961,67491,64654,53349,51165,25713,24793,5947,5643
R,1,2024,5,3871329,1976092,1895237,1306392,1247488,308273,301032,47524,46092,124762,119300,7234,6839,181907,174486,1476721,1410605,395862,385445,98275,94793,189091,180882,17974,16917,1458072,1395376,927038,881152,268382,262841,15074,14682,115540,110347,5108,4892,126930,121462,1046434,995214,329261,321581,44419,42709,163847,156286,11983,11323,518020,499861,379354,366336,39891,38191,32450,31410,9222,8953,2126,1947,54977,53024,430287,415391,66601,63864,53856,52084,25244,24596,5991,5594
R,1,2024,6,3939113,2012750,1926363,1333570,1271749,314140,305478,48873,46643,128189,122512,7499,6763,180479,173218,1502309,1433533,400296,389141,100115,95789,191936,183146,18351,16899,1487093,1419044,945518,897316,274743,267247,15940,15232,119058,113662,5374,4808,126460,120779,1064270,1010720,334907,325597,45835,43521,167045,159018,12412,11212,525657,507319,388052,374433,39397,38231,32933,31411,9131,8850,2125,1955,54019,52439,438039,422813,65389,63544,54280,52268,24891,24128,5939,5687
R,1,2024,7,4032264,2059331,1972933,1373496,1310037,313518,306685,51129,49142,132214,125934,7542,7119,181432,174016,1542923,1472445,398840,389648,103721,99840,196260,186708,18516,17498,1519234,1452094,973788,924527,273592,267981,16410,15933,122815,117001,5361,5081,127268,121571,1093234,1038576,333267,326013,47101,45421,171088,162468,12426,11722,540097,520839,399708,385510,39926,38704,34719,33209,9399,8933,2181,2038,54164,52445,449689,433869,65573,63635,56620,54419,25172,24240,6090,5776
R,1,2024,8,4068551,2078824,1989727,1393358,1327245,317383,308965,51394,49972,129652,123803,7392,7149,179645,172593,1561236,1488295,401512,391013,104459,100754,192538,183646,18220,17506,1533477,1464156,987303,936357,277744,270304,16622,16157,120408,114906,5263,5072,126137,121360,1105750,1050158,336849,328259,47732,45877,167669,159900,12243,11739,545347,525571,406055,390888,39639,38661,34772,33815,9244,8897,2129,2077,53508,51233,455486,438137,64663,62754,56727,54877,24869,23746,5977,5767
R,1,2024,9,4085537,2087371,1998166,1400987,1334131,317779,309601,51765,50466,132549,126222,7370,7204,176921,170542,1566261,1493240,400080,390283,104789,101678,194327,184766,17925,17263,1545437,1475486,996079,944987,278406,271068,16851,16258,123480,117654,5284,5112,125337,120407,1113717,1057870,336699,328337,48326,46392,170347,161879,12209,11671,541934,522680,404908,389144,39373,38533,34914,34208,9069,8568,2086,2092,51584,50135,452544,435370,63381,61946,56463,55286,23980,22887,5716,5592
R,1,2024,10,4050782,2070796,1979986,1392630,1326910,316064,307103,52519,50283,129429,122966,7415,7045,172739,165679,1553930,1481392,395963,384918,105283,100965,189286,179619,17918,16994,1532273,1461226,989731,939067,277240,269202,16916,16193,120493,114494,5256,4938,122637,117332,1104789,1049026,334071,324757,48397,46302,165933,157253,12137,11416,538523,518760,402899,387843,38824,37901,35603,34090,8936,8472,2159,2107,50102,48347,449141,432366,61892,60161,56886,54663,23353,22366,5781,5578
