UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2023,999,336755052,165233378,171521674,121353289,124310110,21644013,23712829,3390053,3308910,10659582,11666043,457034,457791,7729407,8065991,128453629,131706204,24620933,26865146,6619361,6787383,13064239,14080962,967757,968094,132115787,138137027,95068081,97730668,19648713,21670100,1146626,1181925,10216519,11215721,338342,338109,5697506,6000504,100307239,103237730,21785211,23956481,3329005,3591331,12123687,13131582,708846,708733,33117591,33384647,26285208,26579442,1995300,2042729,2243427,2126985,443063,450322,118692,119682,2031901,2065487,28146390,28468474,2835722,2908665,3290356,3196052,940552,949380,258911,259361
R,7,2023,0,3653453,1866870,1786583,1214457,1159825,299848,290336,46891,45520,114130,107120,6985,6854,184559,176928,1387316,1325264,389522,377027,98387,95065,179129,168954,17610,17009,1326853,1265585,828107,787652,253575,245602,11866,11613,103451,96907,4649,4447,125205,119364,946007,899928,314050,303997,40824,39087,150835,141747,11243,10553,540017,520998,386350,372173,46273,44734,35025,33907,10679,10213,2336,2407,59354,57564,441309,425336,75472,73030,57563,55978,28294,27207,6367,6456
R,7,2023,1,3719819,1899316,1820503,1235527,1181286,306471,298435,45218,43177,119155,112263,7094,6697,185851,178645,1409584,1348321,396689,385837,96881,92932,184794,174985,17782,16921,1363773,1303879,850585,809588,260682,254080,12268,11620,108638,102277,4736,4457,126864,121857,970022,924170,321839,313546,41528,39575,156846,148292,11425,10704,535543,516624,384942,371698,45789,44355,32950,31557,10517,9986,2358,2240,58987,56788,439562,424151,74850,72291,55353,53357,27948,26693,6357,6217
R,7,2023,2,3642279,1862495,1779784,1210733,1151645,304219,295471,42862,41296,117407,111466,6554,6158,180720,173748,1379992,1314091,391920,380442,93030,89609,181301,172563,16935,16083,1354524,1289531,844512,798366,261584,254142,12359,11875,107861,102118,4522,4171,123686,118859,960949,910116,321151,312072,40851,39112,154947,147113,11042,10262,507971,490253,366221,353279,42635,41329,30503,29421,9546,9348,2032,1987,57034,54889,419043,403975,70769,68370,52179,50497,26354,25450,5893,5821
R,7,2023,3,3766965,1924583,1842382,1263444,1204945,302177,294087,44992,43027,123218,117179,6843,6463,183909,176681,1435700,1370191,391509,380572,95764,91834,188322,179364,17380,16510,1415960,1354393,893636,849484,261999,255629,14169,13621,113986,108189,4777,4527,127393,122943,1013557,965079,323421,315641,43481,41798,162441,154637,11499,10821,508623,487989,369808,355461,40178,38458,30823,29406,9232,8990,2066,1936,56516,53738,422143,405112,68088,64931,52283,50036,25881,24727,5881,5689
R,7,2023,4,3824021,1951520,1872501,1288829,1231210,304935,297963,46304,44694,122239,116920,7093,6797,182120,174917,1459380,1394785,392966,382942,96953,93358,186512,178517,17737,16839,1440121,1379492,914722,869876,265412,260225,15126,14659,113022,107987,4972,4868,126867,121877,1034091,984374,326462,319484,44456,42800,161143,153839,11766,11260,511399,493009,374107,361334,39523,37738,31178,30035,9217,8933,2121,1929,55253,53040,425289,410411,66504,63458,52497,50558,25369,24678,5971,5579
R,7,2023,5,3897067,1990317,1906750,1317485,1257357,312172,304365,47766,45846,124607,118908,7374,6691,180913,173583,1486833,1419574,399017,388300,98667,94580,188498,179981,18151,16762,1474108,1408711,938303,891372,272933,266552,15299,14785,115571,110068,5259,4758,126743,121176,1057473,1005186,333624,325153,44941,42852,163614,155779,12221,11150,516209,498039,379182,365985,39239,37813,32467,31061,9036,8840,2115,1933,54170,52407,429360,414388,65393,63147,53726,51728,24884,24202,5930,5612
R,7,2023,6,3955098,2021110,1933988,1342660,1279612,312639,304118,49132,47560,129286,123128,7532,6965,179861,172605,1510640,1440717,397722,387033,100689,97339,192949,183358,18402,17194,1495685,1426365,954469,905156,273354,266012,16161,15564,120028,114317,5369,4957,126304,120359,1072992,1018081,332863,323905,46296,44389,168081,159271,12413,11463,525425,507623,388191,374456,39285,38106,32971,31996,9258,8811,2163,2008,53557,52246,437648,422636,64859,63128,54393,52950,24868,24087,5989,5731
R,7,2023,7,4040453,2063792,1976661,1383993,1318873,312876,306211,50654,48904,128335,122623,7418,7089,180516,172961,1552647,1480293,397538,388353,103577,99626,191769,182855,18366,17486,1525010,1458318,983943,933421,273698,268346,16442,16157,119057,113803,5291,5072,126579,121519,1102790,1047406,333148,326288,47390,45893,166618,158999,12309,11758,538782,518343,400050,385452,39178,37865,34212,32747,9278,8820,2127,2017,53937,51442,449857,432887,64390,62065,56187,53733,25151,23856,6057,5728
R,7,2023,8,4065958,2077322,1988636,1392190,1327600,317908,308887,51049,49575,130686,123732,7336,7138,178153,171704,1558625,1487812,401288,390456,104077,100600,192743,182887,17942,17257,1539020,1469302,990603,941144,278697,270628,16882,16186,121656,115144,5266,5066,125916,121134,1108788,1054720,337702,328481,48294,46157,168527,159752,12183,11611,538302,519334,401587,386456,39211,38259,34167,33389,9030,8588,2070,2072,52237,50570,449837,433092,63586,61975,55783,54443,24216,23135,5759,5646
