UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2024,999,338505183,167542397,170962786,126424915,127251512,22275647,24047176,2360852,2302370,10759241,11603372,469595,456331,5252147,5302025,131127261,131974511,24710692,26549523,3817096,3813287,12728233,13554696,916235,904281,133569897,137797920,96999354,98560910,20502280,22236970,1201765,1236145,10393618,11239285,335951,329903,4136929,4194707,100702658,102295060,22398671,24195932,2206622,2301416,12059461,12889024,683535,680053,33972500,33164866,29425561,28690602,1773367,1810206,1159087,1066225,365623,364087,133644,126428,1115218,1107318,30424603,29679451,2312021,2353591,1610474,1511871,668772,665672,232700,224228
R,1,2024,0,3604513,1841019,1763494,1265640,1210043,296913,287569,36059,34966,109776,103314,7929,7527,124702,120075,1380320,1320429,365873,354094,59352,57526,155887,147532,16486,15696,1312948,1253725,840067,799652,256377,248312,11961,11445,101442,95521,4349,3986,98752,94809,931403,887308,311775,301615,26589,25550,139502,131944,10542,9885,528071,509769,425573,410391,40536,39257,24098,23521,8334,7793,3580,3541,25950,25266,448917,433121,54098,52479,32763,31976,16385,15588,5944,5811
R,1,2024,1,3714989,1897197,1817792,1299033,1241773,305368,296151,37878,36774,117946,111280,8307,7949,128665,123865,1417330,1355616,376337,364566,61932,60068,165690,157093,17131,16374,1349608,1289287,858642,817333,263264,255407,12198,11693,109258,103050,4600,4238,101646,97566,952625,907500,320078,310039,27199,26147,148684,140811,10977,10317,547589,528505,440391,424440,42104,40744,25680,25081,8688,8230,3707,3711,27019,26299,464705,448116,56259,54527,34733,33921,17006,16282,6154,6057
R,1,2024,2,3739979,1910424,1829555,1309034,1249229,308721,300568,36234,34761,119170,113161,7672,7308,129593,124528,1428181,1363686,380136,369240,60447,58096,167324,159364,16547,15754,1382619,1320174,884191,838905,268226,261402,12474,11909,111031,105330,4359,4162,102338,98466,978796,929890,325336,316402,27536,26464,150860,143601,10785,10291,527805,509381,424843,410324,40495,39166,23760,22852,8139,7831,3313,3146,27255,26062,449385,433796,54800,52838,32911,31632,16464,15763,5762,5463
R,1,2024,3,3711376,1896763,1814613,1294212,1235050,310392,300660,36502,35083,122329,115861,7191,6805,126137,121154,1410202,1346440,380066,367612,59969,57686,169130,160759,15808,15021,1378593,1316055,874944,831593,272184,263943,12909,12438,114367,108075,4430,4086,99759,95920,967174,920244,327948,317608,27551,26549,153148,145325,10690,10074,518170,498558,419268,403457,38208,36717,23593,22645,7962,7786,2761,2719,26378,25234,443028,426196,52118,50004,32418,31137,15982,15434,5118,4947
R,1,2024,4,3834153,1958547,1875606,1353717,1292016,307334,300027,38049,36441,125965,119382,7461,6990,126021,120750,1469543,1402977,376735,366667,61508,59097,172909,164135,16100,15167,1438955,1374901,931939,884890,270460,264728,14038,13630,117812,111585,4655,4320,100051,95748,1024349,973301,326135,318171,28812,27858,156910,148826,11023,10343,519592,500705,421778,407126,36874,35299,24011,22811,8153,7797,2806,2670,25970,25002,445194,429676,50600,48496,32696,31239,15999,15309,5077,4824
R,1,2024,5,3888251,1986184,1902067,1372699,1309768,311242,304355,38457,36770,128512,121804,7633,7082,127641,122288,1490002,1422121,381472,371811,62236,59738,176114,167116,16372,15376,1458413,1393501,943871,896051,274026,268501,14175,13763,120258,113943,4761,4403,101322,96840,1037440,985452,330349,322524,29126,28157,159926,151626,11204,10506,527771,508566,428828,413717,37216,35854,24282,23007,8254,7861,2872,2679,26319,25448,452562,436669,51123,49287,33110,31581,16188,15490,5168,4870
R,1,2024,6,3975417,2033226,1942191,1406274,1339436,317010,308739,38521,36340,134352,126786,7751,7209,129318,123681,1525029,1453087,387631,376913,62800,59675,182878,172524,16736,15651,1497017,1426143,966487,916004,281160,273957,14998,14316,126373,119122,4972,4574,103027,98170,1061510,1006627,338000,328705,30393,29026,166994,157229,11661,10790,536209,516048,439787,423432,35850,34782,23523,22024,7979,7664,2779,2635,26291,25511,463519,446460,49631,48208,32407,30649,15884,15295,5075,4861
R,1,2024,7,4085623,2088467,1997156,1456423,1387196,316397,310253,37979,36624,138759,130632,7820,7386,131089,125065,1576852,1502132,387139,378285,62885,60564,188445,177398,17014,16019,1539161,1468196,1002651,950598,280677,275384,15802,15156,130668,122985,5021,4725,104342,99348,1098933,1042319,337460,329983,31672,30335,172263,162025,11860,11105,549306,528960,453772,436598,35720,34869,22177,21468,8091,7647,2799,2661,26747,25717,477919,459813,49679,48302,31213,30229,16182,15373,5154,4914
R,1,2024,8,4135496,2113256,2022240,1482338,1412458,321174,313893,37064,35824,134361,127133,7569,7384,130750,125548,1602517,1527861,391758,382328,62182,59904,183554,173841,16716,16071,1558775,1487545,1021488,968937,285850,279132,16127,15383,126409,119546,4801,4706,104100,99841,1117602,1061134,342569,334147,32187,30712,167558,158533,11602,11152,554481,534695,460850,443521,35324,34761,20937,20441,7952,7587,2768,2678,26650,25707,484915,466727,49189,48181,29995,29192,15996,15308,5114,4919
