UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2023,999,335459736,166045519,169414217,125859984,126668307,22008652,23763373,2280296,2230029,10346976,11160712,456242,442891,5093369,5148905,130415833,131250125,24359411,26184118,3709024,3714545,12251800,13050281,893119,881363,133007025,137153355,97152483,98679644,20308817,22023096,1197746,1230949,9995177,10810760,327313,321520,4025489,4087386,100752687,102314588,22148115,23927080,2192071,2286006,11607582,12409141,668231,665273,33038494,32260862,28707501,27988663,1699835,1740277,1082550,999080,351799,349952,128929,121371,1067880,1061519,29663146,28935537,2211296,2257038,1516953,1428539,644218,641140,224888,216090
R,1,2023,0,3671212,1875247,1795965,1288847,1231690,302141,293031,36759,35674,111756,105093,8129,7753,127615,122724,1406201,1344517,372729,361045,60608,58745,158925,150262,16887,16107,1337706,1277109,855970,814423,260824,252947,12190,11679,103218,97085,4458,4105,101046,96870,949428,903991,317537,307435,27169,26100,142129,134264,10791,10131,537541,518856,432877,417267,41317,40084,24569,23995,8538,8008,3671,3648,26569,25854,456773,440526,55192,53610,33439,32645,16796,15998,6096,5976
R,1,2023,1,3696175,1888404,1807771,1298765,1238914,305426,297441,35142,33653,113019,107179,7546,7149,128506,123435,1416937,1352382,376408,365714,59127,56758,160633,152805,16356,15531,1370666,1308372,881423,836072,265715,258942,12474,11898,105036,99557,4246,4054,101772,97849,975538,926520,322708,313824,27517,26419,144391,137313,10630,10140,517738,499399,417342,402842,39711,38499,22668,21755,7983,7622,3300,3095,26734,25586,441399,425862,53700,51890,31610,30339,16242,15492,5726,5391
R,1,2023,2,3667668,1874802,1792866,1283526,1224411,307050,297403,35295,33880,116770,110358,7072,6670,125089,120144,1398574,1334895,376266,363960,58544,56271,163076,154741,15627,14827,1367117,1304460,872042,828696,269618,261231,12902,12415,108993,102768,4315,3996,99247,95354,963825,916863,325272,314772,27520,26497,147352,139556,10535,9937,507685,488406,411484,395715,37432,36172,22393,21465,7777,7590,2757,2674,25842,24790,434749,418032,50994,49188,31024,29774,15724,15185,5092,4890
R,1,2023,3,3792810,1937707,1855103,1342858,1281760,304303,296845,36724,35302,121391,114574,7335,6911,125096,119711,1457847,1391780,373282,363036,59969,57692,167934,158875,15922,15027,1428799,1364233,929028,882049,268141,262029,14032,13617,113408,106971,4542,4260,99648,95307,1021087,970080,323736,315376,28791,27831,152172,143842,10874,10247,508908,490870,413830,399711,36162,34816,22692,21685,7983,7603,2793,2651,25448,24404,436760,421700,49546,47660,31178,29861,15762,15033,5048,4780
R,1,2023,4,3849184,1966495,1882689,1362168,1299937,308381,301398,37278,35665,124420,117426,7479,7031,126769,121232,1478678,1411331,378259,368401,60849,58360,171610,162288,16178,15266,1448848,1383583,941034,893273,271794,266085,14173,13757,116301,109705,4648,4352,100898,96411,1034235,982303,328028,320020,29102,28137,155619,147025,11062,10420,517647,499106,421134,406664,36587,35313,23105,21908,8119,7721,2831,2679,25871,24821,444443,429028,50231,48381,31747,30223,15991,15263,5116,4846
R,1,2023,5,3937803,2014445,1923358,1396322,1329951,314272,305789,37426,35202,130381,122599,7585,7111,128459,122706,1514300,1442725,384549,373538,61480,58295,178516,167907,16528,15505,1487729,1416580,963705,913381,279001,271625,14995,14307,122540,115051,4861,4485,102627,97731,1058385,1003624,335756,326277,30371,28993,162826,152801,11518,10670,526716,506778,432617,416570,35271,34164,22431,20895,7841,7548,2724,2626,25832,24975,455915,439101,48793,47261,31109,29302,15690,15106,5010,4835
R,1,2023,6,4049775,2070628,1979147,1447097,1378206,313797,307191,36890,35588,134945,126726,7704,7257,130195,124179,1566714,1492338,384158,374821,61587,59278,184222,173141,16850,15837,1530243,1459362,1000029,948345,278576,273023,15788,15147,126992,119216,4938,4614,103920,99017,1095941,1039777,335265,327550,31643,30313,168246,157983,11748,10972,540385,519785,447068,429861,35221,34168,21102,20441,7953,7510,2766,2643,26275,25162,470773,452561,48893,47271,29944,28965,15976,15158,5102,4865
R,1,2023,7,4100926,2095654,2005272,1472971,1403843,318365,310886,36169,34903,130820,123611,7493,7268,129836,124761,1592327,1518529,388563,378976,61102,58771,179573,169982,16590,15914,1549913,1479209,1018904,966677,283560,276862,16111,15382,122966,116154,4740,4605,103632,99529,1114610,1058600,340180,331810,32152,30696,163734,154877,11506,11034,545741,526063,454067,437166,34805,34024,20058,19521,7854,7457,2753,2663,26204,25232,477717,459929,48383,47166,28950,28075,15839,15105,5084,4880
R,1,2023,8,4122935,2106792,2016143,1480499,1410058,320155,313061,36050,35340,133466,126627,7331,7172,129291,123885,1599321,1523914,389773,380416,60951,59270,182236,172704,16462,15788,1565191,1493546,1029653,975791,284983,278861,16339,15822,126033,119475,4750,4645,103433,98952,1125140,1067148,341128,333257,32473,31242,166981,158041,11583,11092,541601,522597,450846,434267,35172,34200,19711,19518,7433,7152,2581,2527,25858,24933,474181,456766,48645,47159,28478,28028,15255,14663,4879,4696
R,1,2023,9,4082115,2089857,1992258,1470823,1397153,320286,310862,36567,35173,127948,120902,7015,6745,127218,121423,1587694,1508655,388582,377017,61349,58770,175869,165928,16164,15287,1551796,1476429,1022645,967779,285354,277245,16749,15952,120876,114118,4590,4374,101582,96961,1116399,1057227,340397,330700,32827,31244,160977,151711,11363,10666,538061,515829,448178,429374,34932,33617,19818,19221,7072,6784,2425,2371,25636,24462,471295,451428,48185,46317,28522,27526,14892,14217,4801,4621
R,1,2023,10,4108165,2099313,2008852,1477107,1409496,320204,311406,36288,35004,132273,125159,7120,6913,126321,120874,1593062,1520417,387593,376577,60967,58755,180257,170419,16287,15604,1559847,1487604,1026498,974069,285729,278150,16832,16179,125252,118300,4666,4469,100870,96437,1119489,1062969,339958,330676,32843,31586,165500,156126,11472,10896,539466,521248,450609,435427,34475,33256,19456,18825,7021,6859,2454,2444,25451,24437,473573,457448,47635,45901,28124,27169,14757,14293,4815,4708
R,1,2023,11,4119044,2111289,2007755,1495536,1418356,321422,310683,36677,35298,125576,118208,6869,6591,125209,118619,1610515,1527217,388574,374584,61512,58953,172494,162399,15899,15104,1562706,1481821,1035455,977509,287508,278041,17022,16110,118604,111656,4426,4229,99691,94276,1127415,1064433,341500,329368,33129,31388,157762,148484,11096,10486,548583,525934,460081,440847,33914,32642,19655,19188,6972,6552,2443,2362,25518,24343,483100,462784,47074,45216,28383,27565,14732,13915,4803,4618
R,1,2023,12,4210160,2158278,2051882,1538475,1458528,327516,315581,35132,33870,123775,117257,6760,6399,126620,120247,1654930,1569014,395237,380425,60601,58374,170857,161409,15831,14881,1589886,1507579,1055220,995991,295617,284289,17199,16723,117084,111116,4486,4262,100280,95198,1147832,1083796,349807,336147,33551,32525,156300,147930,11171,10529,568392,544303,483255,462537,31899,31292,17933,17147,6691,6141,2274,2137,26340,25049,507098,485218,45430,44278,27050,25849,14557,13479,4660,4352
R,1,2023,13,4249759,2176080,2073679,1559015,1478490,329670,318790,35261,33729,121228,116205,6626,6496,124280,119969,1673412,1588750,396447,383930,60175,57870,167067,159879,15326,14944,1602831,1524981,1069703,1010598,297880,287942,17776,17128,114776,110034,4522,4352,98174,94927,1160504,1098202,351343,340099,33681,32656,152809,146410,10932,10572,573249,548698,489312,467892,31790,30848,17485,16601,6452,6171,2104,2144,26106,25042,512908,490548,45104,43831,26494,25214,14258,13469,4394,4372
R,1,2023,14,4426378,2267280,2159098,1628698,1543346,346365,335184,36279,34474,124120,118973,6870,6696,124948,120425,1743509,1654055,413640,400850,61463,58565,169567,162244,15765,15081,1672618,1592384,1119573,1058465,313297,303622,18336,17672,117571,112741,4692,4505,99149,95379,1210944,1146559,367503,356556,34515,32944,155564,148811,11260,10636,594662,566714,509125,484881,33068,31562,17943,16802,6549,6232,2178,2191,25799,25046,532565,507496,46137,44294,26948,25621,14003,13433,4505,4445
R,1,2023,15,4478137,2294033,2184104,1654279,1568030,346595,335831,37150,35865,126840,120321,6872,6696,122297,117361,1766532,1675674,412134,399570,62232,59895,171469,162572,15640,14982,1691187,1609294,1136927,1075138,313860,304392,18502,18222,120314,114314,4691,4476,96893,92752,1226252,1160473,366595,355589,34571,33528,157508,149477,11213,10574,602846,574810,517352,492892,32735,31439,18648,17643,6526,6007,2181,2220,25404,24609,540280,515201,45539,43981,27661,26367,13961,13095,4427,4408
R,1,2023,16,4439239,2273288,2165951,1646020,1562549,341783,330533,37304,35182,123861,118149,6638,6558,117682,112980,1754006,1666182,404122,391197,61801,58693,167173,158835,15181,14636,1679037,1598574,1135136,1075166,310127,299678,18491,17748,117442,112165,4574,4397,93267,89420,1221039,1157452,360341,348741,34166,32742,153595,146070,10864,10340,594251,567377,510884,487383,31656,30855,18813,17434,6419,5984,2064,2161,24415,23560,532967,508730,43781,42456,27635,25951,13578,12765,4317,4296
R,1,2023,17,4376464,2239490,2136974,1631441,1545509,329325,321312,36481,35081,124064,121646,6684,6604,111495,106822,1733627,1643293,387672,377723,60357,57685,165235,160978,14690,14202,1659923,1585892,1132210,1070515,298871,292036,18134,17812,118076,115986,4522,4538,88110,85005,1213225,1148537,345777,337703,33324,32277,152571,149036,10438,10222,579567,551082,499231,474994,30454,29276,18347,17269,5988,5660,2162,2066,23385,21817,520402,494756,41895,40020,27033,25408,12664,11942,4252,3980
R,1,2023,18,4375667,2237846,2137821,1631844,1547992,326355,317327,36246,34048,129577,128178,6723,6406,107101,103870,1729879,1642906,381717,371417,59556,56593,169501,166477,14499,13924,1670154,1597762,1141646,1081354,296838,289170,18139,17224,123581,122529,4732,4549,85218,82936,1219946,1157339,341438,333062,33261,31943,157187,154892,10541,10193,567692,540059,490198,466638,29517,28157,18107,16824,5996,5649,1991,1857,21883,20934,509933,485567,40279,38355,26295,24650,12314,11585,3958,3731
