UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2021,999,331845405,162887446,168957959,120840380,123653528,21200918,23216566,3225878,3152346,9936836,10902242,435498,434886,7247936,7598391,127489088,130611879,23937745,26135571,6340800,6517637,12158733,13141112,919654,919333,131669718,137458065,95927764,98447398,19368857,21334148,1132531,1165152,9526449,10484853,323665,322961,5390452,5703553,100877286,103674819,21358778,23477946,3263677,3524531,11297325,12269700,678307,678565,31217728,31499894,24912616,25206130,1832061,1882418,2093347,1987194,410387,417389,111833,111925,1857484,1894838,26611802,26937060,2578967,2657625,3077123,2993106,861408,871412,241347,240768
R,1,2021,0,3611349,1846308,1765041,1205173,1148822,302065,292511,42131,40325,110816,104661,6433,6036,179690,172686,1373537,1310381,389583,377290,91923,88225,174082,165107,16741,15898,1354123,1291734,849600,806910,261715,253434,12979,12508,101588,95637,4479,4204,123762,119041,966175,918918,321721,311854,41568,39864,148227,140207,10979,10282,492185,473307,355573,341912,40350,39077,29152,27817,9228,9024,1954,1832,55928,53645,407362,391463,67862,65436,50355,48361,25855,24900,5762,5616
R,1,2021,1,3725203,1902923,1822280,1259469,1200541,297042,290490,43716,41983,114425,108184,6888,6497,181383,174585,1429376,1363844,384841,375702,94068,90522,178541,169477,17388,16444,1414954,1352085,904458,858099,258926,253611,14690,14197,105507,99519,4792,4632,126581,122027,1023626,972821,319931,313165,44092,42502,153360,145253,11522,10918,487969,470195,355011,342442,38116,36879,29026,27786,8918,8665,2096,1865,54802,52558,405750,391023,64910,62537,49976,48020,25181,24224,5866,5526
R,1,2021,2,3781700,1931325,1850375,1281488,1223356,302773,294973,44591,43436,115627,109696,7041,6685,179805,172229,1449908,1384413,389423,378366,94817,91510,179052,170388,17682,16647,1439648,1375831,922218,876376,264584,258201,15075,14671,106734,101118,4961,4794,126076,120671,1040869,989749,325300,316789,44396,42676,154301,146369,11782,11172,491677,474544,359270,346980,38189,36772,29516,28765,8893,8578,2080,1891,53729,51558,409039,394664,64123,61577,50421,48834,24751,24019,5900,5475
R,1,2021,3,3852940,1969571,1883369,1309237,1248361,308938,299619,46123,44074,119536,113772,7303,6639,178434,170904,1476132,1408036,394214,382255,96823,92589,182406,173471,18047,16653,1469252,1400640,940667,892595,271082,262946,15937,15222,110693,105257,5240,4715,125633,119905,1058704,1005237,331085,321125,45806,43473,157965,149868,12223,11065,500319,482729,368570,355766,37856,36673,30186,28852,8843,8515,2063,1924,52801,50999,417428,402799,63129,61130,51017,49116,24441,23603,5824,5588
R,1,2021,4,3950525,2018340,1932185,1350563,1287743,308392,300936,48491,46740,124042,117946,7334,6952,179518,171868,1518254,1448201,392880,382940,100570,96863,187283,177846,18208,17218,1502126,1435062,969082,920236,269964,263931,16405,15911,114933,109294,5234,4945,126508,120745,1087870,1033568,329490,321797,47064,45363,162554,154060,12249,11530,516214,497123,381481,367507,38428,37005,32086,30829,9109,8652,2100,2007,53010,51123,430384,414633,63390,61143,53506,51500,24729,23786,5959,5688
R,1,2021,5,3991003,2039786,1951217,1371378,1306215,312197,303247,49045,47600,122289,116544,7228,6965,177649,170646,1537435,1465493,395454,384440,101611,97858,184310,175584,17951,17218,1517270,1448552,982996,932583,273905,266359,16612,16150,113295,107915,5161,4932,125301,120613,1100707,1045732,332846,324175,47694,45840,159844,152266,12085,11550,522516,502665,388382,373632,38292,36888,32433,31450,8994,8629,2067,2033,52348,50033,436728,419761,62608,60265,53917,52018,24466,23318,5866,5668
R,1,2021,6,4010147,2048735,1961412,1379095,1313925,312083,303855,49673,48177,125721,119551,7237,7033,174926,168871,1542556,1471514,393492,383817,102232,98971,186625,177363,17683,17012,1529586,1460585,991941,941224,274212,267166,16845,16260,116908,111216,5199,4994,124481,119725,1108831,1053510,332330,324306,48299,46381,163047,154843,12066,11513,519149,500827,387154,372701,37871,36689,32828,31917,8813,8335,2038,2039,50445,49146,433725,418004,61162,59511,53933,52590,23578,22520,5617,5499
R,1,2021,7,3977871,2033236,1944635,1371856,1307204,310109,301482,50331,48112,122694,116621,7302,6876,170944,164340,1531526,1460468,389209,378718,102666,98464,181763,172680,17708,16762,1516920,1446996,985841,935486,273007,265360,16915,16193,114089,108370,5191,4830,121877,116757,1100232,1044939,329689,320804,48369,46282,158885,150635,12019,11273,516316,497639,386015,371718,37102,36122,33416,31919,8605,8251,2111,2046,49067,47583,431294,415529,59520,57914,54297,52182,22878,22045,5689,5489
R,1,2021,8,4028093,2057985,1970108,1388620,1323897,313058,304388,50420,48504,129050,122357,7468,7053,169369,163909,1546517,1476575,390866,380298,103128,99726,187570,178361,17777,16958,1535398,1466220,996085,945577,275433,268171,17155,16472,120550,114062,5289,4985,120886,116953,1109408,1055022,331216,322799,48844,47225,165067,156621,12094,11549,522587,503888,392535,378320,37625,36217,33265,32032,8500,8295,2179,2068,48483,46956,437109,421553,59650,57499,54284,52501,22503,21740,5683,5409
R,1,2021,9,4043508,2068766,1974742,1403505,1333861,315481,305701,51346,49644,123818,117559,7290,6970,167326,161007,1559503,1483817,391895,379672,104553,100779,180882,172292,17548,16786,1539031,1465763,1004425,951000,277440,269273,17116,16374,115151,109317,5123,4845,119776,114954,1116659,1058519,332609,322621,49370,47244,158536,150925,11926,11343,529735,508979,399080,382861,38041,36428,34230,33270,8667,8242,2167,2125,47550,46053,442844,425298,59286,57051,55183,53535,22346,21367,5622,5443
R,1,2021,10,4151512,2123414,2028098,1444598,1374750,325495,314665,52204,50245,123626,117925,7362,7011,170129,163502,1603238,1527070,402521,389647,107519,103497,180990,172474,17647,16856,1572487,1499162,1025200,972130,287845,277956,17204,16936,115016,109880,5199,4973,122023,117287,1139507,1081804,343534,332310,50796,49395,158857,151531,12123,11504,550927,528936,419398,402620,37650,36709,35000,33309,8610,8045,2163,2038,48106,46215,463731,445266,58987,57337,56723,54102,22133,20943,5524,5352
R,1,2021,11,4190883,2143592,2047291,1463686,1392259,328132,317082,52059,49913,123023,117918,7233,6866,169459,163253,1621547,1544291,405189,392709,106727,102487,180118,171893,17553,16847,1584512,1511049,1032363,978639,291140,281141,17659,17114,114816,110004,5022,4748,123512,119403,1147993,1090309,347972,337100,51630,50131,159018,151755,12029,11574,559080,536242,431323,413620,36992,35941,34400,32799,8207,7914,2211,2118,45947,43850,473554,453982,57217,55609,55097,52356,21100,20138,5524,5273
R,1,2021,12,4347129,2223933,2123196,1523820,1447121,341310,329146,53656,51576,125948,120877,7305,7010,171894,167466,1683757,1602904,419117,406094,110256,107141,182864,175279,18116,17149,1641392,1564410,1071781,1013869,302776,292758,18346,17677,117560,112790,5007,4788,125922,122528,1189314,1128392,360672,350053,53863,52534,161889,154911,12320,11684,582541,558786,452039,433252,38534,36388,35310,33899,8388,8087,2298,2222,45972,44938,494443,474512,58445,56041,56393,54607,20975,20368,5796,5465
R,1,2021,13,4380216,2239834,2140382,1540349,1465687,339562,327607,54932,53228,127950,122075,7305,6970,169736,164815,1698093,1618748,415763,402439,112630,109057,183697,175934,17781,17092,1652914,1575093,1083603,1026462,301833,291339,18521,17876,119420,114123,4976,4807,124561,120486,1199862,1138863,358336,346801,54933,52993,162980,155776,12238,11681,586920,565289,456746,439225,37729,36268,36411,35352,8530,7952,2329,2163,45175,44329,498231,479885,57427,55638,57697,56064,20717,20158,5543,5411
R,1,2021,14,4352834,2228378,2124456,1540887,1462162,335904,322683,55413,52530,123998,119371,7157,6851,165019,160859,1694104,1611558,408664,394651,112541,107966,178298,171402,17439,16751,1645535,1565909,1086451,1026803,299106,287139,18330,17598,115681,111543,4879,4641,121088,118185,1199368,1137088,353138,341042,54347,52732,158139,151990,11925,11391,582843,558547,454436,435359,36798,35544,37083,34932,8317,7828,2278,2210,43931,42674,494736,474470,55526,53609,58194,55234,20159,19412,5514,5360
R,1,2021,15,4303481,2204325,2099156,1535539,1450854,326119,314511,54437,52810,122754,120541,7139,6892,158337,153548,1682567,1593304,394548,382084,110596,106823,174674,170721,16840,16276,1631872,1552511,1087311,1023356,290579,280536,18095,17596,114849,113135,4877,4713,116161,113175,1195650,1128757,341412,331080,53791,51956,155553,152455,11531,11261,572453,546645,448228,427498,35540,33975,36342,35214,7905,7406,2262,2179,42176,40373,486917,464547,53136,51004,56805,54867,19121,18266,5309,5015
R,1,2021,16,4317311,2212032,2105279,1545188,1460303,326116,312169,54282,51777,125350,123816,7143,6719,153953,150495,1687952,1599839,391898,377708,109689,106015,176003,172347,16747,15929,1644614,1563761,1098873,1035388,291205,279053,18308,17066,117423,116477,4971,4657,113834,111120,1204860,1138743,340158,328071,54124,51941,157268,154775,11637,11057,567418,541518,446315,424915,34911,33116,35974,34711,7927,7339,2172,2062,40119,39375,483092,461096,51740,49637,55565,54074,18735,17572,5110,4872
