UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2026,999,342278051,167942786,174335265,122099256,125142357,22135278,24239920,3585824,3488856,11415020,12439128,479663,481182,8227745,8543822,129666404,132985235,25359260,27629973,6934785,7083352,14009904,15034716,1018118,1018204,132782913,138940392,94362261,97111265,19958161,22024467,1161879,1199638,10936284,11951873,352977,353031,6011351,6300118,99896867,102900077,22241577,24452382,3397303,3659950,12985124,14001847,739877,738913,35159873,35394873,27736995,28031092,2177117,2215453,2423945,2289218,478736,487255,126686,128151,2216394,2243704,29769537,30085158,3117683,3177591,3537482,3423402,1024780,1032869,278241,279291
R,1,2026,0,3616323,1849607,1766716,1206228,1150543,292848,283586,46625,44505,113150,106031,6865,6646,183891,175405,1378464,1314563,382235,369553,98050,93647,177814,167290,17466,16723,1307916,1247148,818712,778370,246241,238768,11663,11347,102581,95823,4638,4446,124081,118394,935568,889734,306214,296734,40380,38624,149478,140235,11169,10506,541691,519568,387516,372173,46607,44818,34962,33158,10569,10208,2227,2200,59810,57011,442896,424829,76021,72819,57670,55023,28336,27055,6297,6217
R,1,2026,1,3639382,1861060,1778322,1211045,1155408,294417,285094,47364,45231,116914,109877,6949,6800,184371,175912,1383704,1319879,383960,371209,98865,94449,181883,171470,17579,16897,1312554,1252174,818388,778165,247341,239913,11636,11310,106198,99563,4705,4555,124286,118668,935410,889763,307289,297884,40317,38563,153367,144282,11261,10639,548506,526148,392657,377243,47076,45181,35728,33921,10716,10314,2244,2245,60085,57244,448294,430116,76671,73325,58548,55886,28516,27188,6318,6258
R,1,2026,2,3660682,1871351,1789331,1213477,1158524,296868,287342,48643,46468,121068,114294,6986,6930,184309,175773,1386042,1322827,386288,373290,100043,95571,186175,176003,17613,17025,1313825,1253968,814083,774358,249074,241548,11554,11253,110266,103820,4729,4610,124119,118379,930916,885646,308786,299224,40092,38327,157628,148690,11286,10685,557526,535363,399394,384166,47794,45794,37089,35215,10802,10474,2257,2320,60190,57394,455126,437181,77502,74066,59951,57244,28547,27313,6327,6340
R,1,2026,3,3770012,1924540,1845472,1246814,1192351,308376,299092,48827,47531,126394,119912,7359,7114,186770,179472,1421677,1360099,398977,386779,100703,97514,192512,183093,18088,17391,1361619,1301103,841479,800841,260763,253033,12105,11626,115522,109424,4873,4572,126877,121607,960879,915140,321716,312177,41227,39389,164089,155687,11575,10810,562921,544369,405335,391510,47613,46059,36722,35905,10872,10488,2486,2542,59893,57865,460798,444959,77261,74602,59476,58125,28423,27406,6513,6581
R,1,2026,4,3793700,1937326,1856374,1259194,1201671,310725,303186,46355,44534,126602,120578,6907,6675,187543,179730,1434782,1369658,401697,390977,98366,94485,193048,183918,17665,16942,1392540,1329780,866456,821629,264956,258780,12444,11846,116422,110686,4633,4417,127629,122422,986548,936679,326216,318251,41688,39767,165379,157348,11377,10707,544786,526594,392738,380042,45769,44406,33911,32688,10180,9892,2274,2258,59914,57308,448234,432979,75481,72726,56678,54718,27669,26570,6288,6235
R,1,2026,5,3757864,1919942,1837922,1244198,1186579,311027,302001,46504,44674,128433,122248,6761,6407,183019,176013,1415580,1351163,399978,388164,97036,93413,193256,184187,17240,16442,1386228,1324183,856715,813686,267919,260506,12981,12535,118656,112601,4731,4418,125226,120437,974565,926916,328168,319160,41588,39926,166627,158419,11328,10587,533714,513739,387483,372893,43108,41495,33523,32139,9777,9647,2030,1989,57793,55576,441015,424247,71810,69004,55448,53487,26629,25768,5912,5855
R,1,2026,6,3866860,1973204,1893656,1297841,1238887,305699,299799,48229,46202,129752,124043,7165,6786,184518,177939,1470598,1405234,394861,386465,99304,95620,195300,186768,17824,16903,1444607,1383191,911735,865365,264950,260631,14692,14225,120305,114806,4996,4824,127929,123340,1032076,981230,326192,320417,44114,42562,169366,161698,11821,11197,528597,510465,386106,373522,40749,39168,33537,31977,9447,9237,2169,1962,56589,54599,438522,424004,68669,66048,55190,53058,25934,25070,6003,5706
R,1,2026,7,3917542,1998176,1919366,1318766,1260619,310922,304369,49018,47599,129314,124188,7297,6947,182859,175644,1489961,1424795,398894,389295,100008,96590,194094,186257,18088,17092,1467167,1405365,929440,883587,270210,265171,15077,14697,119970,115043,5154,4981,127316,121886,1049170,998028,331151,323968,44414,42724,168645,161369,12056,11445,531009,514001,389326,377032,40712,39198,33941,32902,9344,9145,2143,1966,55543,53758,440791,426767,67743,65327,55594,53866,25449,24888,6032,5647
R,1,2026,8,3982545,2033775,1948770,1345039,1283723,316919,308783,50282,47993,132587,127139,7554,6854,181394,174278,1514615,1446468,403447,392928,101735,97386,196768,188235,18456,17046,1495919,1428335,947690,899476,276699,269462,15946,15254,123319,118086,5404,4878,126861,121179,1066798,1013223,336928,327872,45840,43541,171670,163817,12472,11312,537856,520435,397349,384247,40220,39321,34336,32739,9268,9053,2150,1976,54533,53099,447817,433245,66519,65056,55895,53845,25098,24418,5984,5734
