UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2022,999,333996304,163868084,170128220,120901851,123850283,21412814,23462261,3293863,3221254,10293607,11283615,446631,447051,7519318,7863756,127805622,131057432,24285884,26514329,6471796,6649709,12618794,13622559,945823,946247,131730788,137686510,95323593,97954781,19500380,21499032,1140441,1174617,9866777,10850013,331484,331416,5568113,5876651,100441132,103345565,21576842,23727430,3301269,3563357,11714712,12709506,695220,695727,32137296,32441710,25578258,25895502,1912434,1963229,2153422,2046637,426830,433602,115147,115635,1951205,1987105,27364490,27711867,2709042,2786899,3170527,3086352,904082,913053,250603,250520
R,7,2022,0,3680529,1879566,1800963,1225857,1171783,303886,295901,43941,41992,113968,107092,6973,6545,184941,177650,1399092,1337926,393761,382941,95416,91538,179136,169285,17609,16710,1354723,1294586,848853,807701,258984,252266,12258,11615,103585,97328,4648,4368,126395,121308,967881,921805,320070,311630,41509,39554,151371,142870,11304,10576,524843,506377,377004,364082,44902,43635,31683,30377,10383,9764,2325,2177,58546,56342,431211,416121,73691,71311,53907,51984,27765,26415,6305,6134
R,7,2022,1,3602579,1842581,1759998,1200898,1141769,301584,292954,41639,40074,112304,106442,6459,6032,179697,172727,1369229,1303291,388856,377528,91554,88157,175730,167025,16789,15910,1345323,1280396,842568,796397,259833,252374,12358,11865,102899,97309,4441,4107,123224,118344,958602,907697,319315,310208,40826,39081,149587,141858,10934,10171,497258,479602,358330,345372,41751,40580,29281,28209,9405,9133,2018,1925,56473,54383,410627,395594,69541,67320,50728,49076,26143,25167,5855,5739
R,7,2022,2,3727216,1904671,1822545,1253242,1194700,299488,291488,43691,41705,118581,112540,6759,6362,182910,175750,1424590,1359101,388377,377593,94215,90297,183251,174287,17247,16356,1407138,1345381,891623,847411,260159,253655,14163,13602,109515,103740,4699,4473,126979,122500,1011184,962616,321504,313578,43457,41763,157613,149812,11391,10735,497533,477164,361619,347289,39329,37833,29528,28103,9066,8800,2060,1889,55931,53250,413406,396485,66873,64015,50758,48534,25638,24475,5856,5621
R,7,2022,3,3786311,1932493,1853818,1278405,1221391,302472,295425,44884,43431,118466,112872,7013,6739,181253,173960,1448166,1384098,390096,379967,95305,91830,182396,174096,17617,16735,1432398,1371218,912663,867844,263723,258213,15124,14652,109417,104133,4907,4832,126564,121544,1031768,982057,324716,317408,44450,42781,157266,149694,11685,11201,500095,482600,365742,353547,38749,37212,29760,28779,9049,8739,2106,1907,54689,52416,416398,402041,65380,62559,50855,49049,25130,24402,5932,5534
R,7,2022,4,3861295,1972292,1889003,1307386,1247936,309882,301992,46459,44597,121190,115266,7277,6659,180098,172553,1475995,1409208,396364,385455,97138,93022,184746,175961,18011,16678,1466942,1401054,936349,889362,271365,264761,15300,14783,112301,106565,5192,4728,126435,120855,1055254,1002893,331996,323301,44931,42841,160076,152000,12134,11102,505350,487949,371037,358574,38517,37231,31159,29814,8889,8701,2085,1931,53663,51698,420741,406315,64368,62154,52207,50181,24670,23961,5877,5576
R,7,2022,5,3920724,2003850,1916874,1333125,1270524,310437,301710,47907,46296,125933,119759,7423,6905,179025,171680,1500344,1430789,395145,384205,99218,95818,189276,179628,18254,17083,1488632,1419073,952512,903223,271814,264312,16159,15557,116824,111060,5305,4905,126018,120016,1070786,1015850,331271,322135,46287,44369,164630,155723,12330,11385,515218,497801,380613,367301,38623,37398,31748,30739,9109,8699,2118,2000,53007,51664,429558,414939,63874,62070,52931,51449,24646,23905,5924,5698
R,7,2022,6,4007736,2047469,1960267,1375044,1310198,310818,303729,49457,47737,125138,119498,7338,7009,179674,172096,1542934,1470829,395095,385472,102151,98209,188231,179405,18242,17364,1518212,1451693,982051,931827,272196,266655,16436,16154,116009,110810,5245,5008,126275,121239,1100636,1045564,331587,324546,47372,45884,163306,155763,12245,11676,529257,508574,392993,378371,38622,37074,33021,31583,9129,8688,2093,2001,53399,50857,442298,425265,63508,60926,54779,52325,24925,23642,5997,5688
R,7,2022,7,4034563,2061466,1973097,1383294,1319267,315684,306432,50050,48521,127813,120887,7287,7059,177338,170931,1548981,1478770,398715,387654,102897,99323,189500,179745,17856,17134,1532344,1463003,988776,939537,277056,268978,16873,16183,118873,112425,5232,5006,125534,120874,1106623,1052883,335979,326787,48273,46146,165425,156811,12123,11531,529122,510094,394518,379730,38628,37454,33177,32338,8940,8462,2055,2053,51804,50057,442358,425887,62736,60867,54624,53177,24075,22934,5733,5603
R,7,2022,8,4020380,2055661,1964719,1385183,1317753,313395,304632,50143,48183,125813,119911,7321,7050,173806,167190,1547627,1473781,393974,383618,102744,98772,186201,177032,17810,17069,1530521,1458550,992496,939949,275304,267427,16860,16188,116964,111554,5225,4973,123672,118459,1108633,1051078,332793,323920,48333,46202,162794,154590,12112,11532,525140,506169,392687,377804,38091,37205,33283,31995,8849,8357,2096,2077,50134,48731,438994,422703,61181,59698,54411,52570,23407,22442,5698,5537
