UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2021,999,331845010,164350351,167494659,125467351,126131098,21653706,23365285,2186273,2139311,9789865,10558020,436622,421745,4816534,4879200,129766608,130463240,23851981,25637938,3571107,3580521,11584913,12340780,856286,843525,132633568,136571295,97785500,99192287,20061497,21731159,1192335,1222511,9458493,10228479,315016,308216,3820727,3888643,101194891,102642205,21789139,23527286,2167405,2258495,10979544,11738117,644053,640443,31716783,30923364,27681851,26938811,1592209,1634126,993938,916800,331372,329541,121606,113529,995807,990557,28571717,27821035,2062842,2110652,1403702,1322026,605369,602663,212233,203082
R,1,2021,0,3614770,1848261,1766509,1271010,1212347,303534,293666,34294,32796,108595,102298,6896,6485,123932,118917,1385022,1321733,372319,359797,57324,54948,154267,145985,15375,14558,1352598,1289697,869018,825659,266940,258203,12906,12414,100963,94918,4168,3870,98603,94633,960244,913196,322487,311616,27510,26470,138749,131085,10335,9753,495663,476812,401992,386688,36594,35463,21388,20382,7632,7380,2728,2615,25329,24284,424778,408537,49832,48181,29814,28478,15518,14900,5040,4805
R,1,2021,1,3740452,1911464,1828988,1329970,1269151,300626,293056,35588,34210,114176,107208,7195,6758,123909,118605,1443891,1378182,369134,358842,58614,56386,160093,150898,15715,14806,1414848,1349886,925740,878835,265296,258841,14034,13606,106364,99794,4421,4146,98993,94664,1017233,966304,320764,312065,28773,27795,144562,136120,10706,10085,496616,479102,404230,390316,35330,34215,21554,20604,7812,7414,2774,2612,24916,23941,426658,411878,48370,46777,29841,28591,15531,14778,5009,4721
R,1,2021,2,3798931,1941210,1857721,1349098,1287460,304848,297460,35984,34589,118356,111208,7329,6911,125595,120093,1464553,1397837,374222,363996,59313,57016,164972,155528,15962,15082,1435935,1370305,937493,889984,269045,262752,14173,13752,110409,103685,4514,4262,100301,95870,1030176,978550,325156,316578,29079,28110,149225,140551,10885,10290,505275,487416,411605,397476,35803,34708,21811,20837,7947,7523,2815,2649,25294,24223,434377,419287,49066,47418,30234,28906,15747,14977,5077,4792
R,1,2021,3,3889938,1990288,1899650,1383467,1317803,310883,302041,36258,34206,124923,117089,7421,7036,127336,121475,1500441,1429465,380702,369278,60073,56991,172506,161838,16292,15360,1475428,1404311,960148,910183,276282,268503,14997,14310,117214,109717,4734,4422,102053,97176,1054334,999947,332914,323039,30349,28976,157024,146998,11346,10569,514860,495339,423319,407620,34601,33538,21261,19896,7709,7372,2687,2614,25283,24299,446107,429518,47788,46239,29724,28015,15482,14840,4946,4791
R,1,2021,4,4004272,2047694,1956578,1434837,1366455,310497,303668,35782,34622,129881,121683,7525,7140,129172,123010,1553538,1479534,380435,370822,60238,58036,178677,167538,16608,15652,1518576,1447865,996562,945310,275928,270178,15787,15149,122062,114281,4808,4504,103429,98443,1092048,1036244,332510,324581,31624,30295,162906,152571,11579,10817,529118,508713,438275,421145,34569,33490,19995,19473,7819,7402,2717,2636,25743,24567,461490,443290,47925,46241,28614,27741,15771,14967,5029,4835
R,1,2021,5,4057634,2073805,1983829,1461336,1392729,315083,307374,35127,33883,126185,119042,7353,7111,128721,123690,1579685,1506448,384812,375003,59795,57483,174417,164940,16380,15700,1539007,1468725,1015832,964027,280869,274085,16108,15384,118469,111704,4633,4472,103096,99053,1111070,1055538,337372,328930,32126,30679,158795,150035,11355,10862,534798,515104,445504,428702,34214,33289,19019,18499,7716,7338,2720,2639,25625,24637,468615,450910,47440,46073,27669,26804,15622,14905,5025,4838
R,1,2021,6,4081286,2085519,1995767,1468965,1399409,316717,309554,35175,34376,129229,122428,7237,7038,128196,122962,1586802,1512428,385861,376525,59847,58072,177474,168088,16300,15610,1554553,1483571,1026635,973133,282117,276139,16334,15827,121911,115385,4675,4538,102881,98549,1121645,1064137,338135,330451,32446,31234,162405,153608,11462,10958,530966,512196,442330,426276,34600,33415,18841,18549,7318,7043,2562,2500,25315,24413,465157,448291,47726,46074,27401,26838,15069,14480,4838,4652
R,1,2021,7,4041111,2068665,1972446,1459595,1386721,316500,307355,35689,34265,123748,116842,6939,6609,126194,120654,1575543,1497529,384360,373202,60247,57690,171188,161495,16030,15102,1541072,1466672,1019603,965198,282337,274524,16746,15953,116776,110163,4530,4265,101080,96569,1112920,1054303,337269,327904,32803,31231,156467,147428,11266,10524,527593,505774,439992,421523,34163,32831,18943,18312,6972,6679,2409,2344,25114,24085,462623,443226,47091,45298,27444,26459,14721,14067,4764,4578
R,1,2021,8,4069529,2079505,1990024,1466913,1399591,316564,308070,35342,34171,128147,121152,7048,6804,125491,120236,1582118,1509947,383614,372979,59870,57777,175697,166096,16161,15457,1549701,1478200,1023738,971617,282837,275528,16831,16182,121281,114362,4612,4393,100402,96118,1116317,1060248,336968,327989,32826,31578,161145,151914,11379,10794,529804,511824,443175,427974,33727,32542,18511,17989,6866,6790,2436,2411,25089,24118,465801,449699,46646,44990,27044,26199,14552,14182,4782,4663
