UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2025,999,341784857,167737525,174047332,122145300,125118693,22075725,24172990,3574103,3472289,11325557,12347087,476336,477776,8140504,8458497,129630381,132881562,25255477,27520098,6903691,7046992,13886555,14910055,1009828,1009905,132763448,138876283,94527292,97239404,19923422,21982115,1158848,1196139,10851341,11864960,350615,350672,5951930,6242993,100005622,102974259,22178144,24382286,3383745,3646202,12874791,13890677,734483,733691,34974077,35171049,27618008,27879289,2152303,2190875,2415255,2276150,474216,482127,125721,127104,2188574,2215504,29624759,29907303,3077333,3137812,3519946,3400790,1011764,1019378,275345,276214
R,7,2025,0,3618898,1851154,1767744,1206897,1150910,293092,283637,46751,44596,113579,106461,6878,6666,183957,175474,1379194,1314985,382498,369624,98185,93747,178288,167771,17482,16746,1308518,1247505,818662,778203,246423,238793,11664,11351,102992,96245,4647,4459,124130,118454,935557,889617,306406,296767,40381,38633,149934,140709,11185,10524,542636,520239,388235,372707,46669,44844,35087,33245,10587,10216,2231,2207,59827,57020,443637,425368,76092,72857,57804,55114,28354,27062,6297,6222
R,7,2025,1,3642657,1862589,1780068,1210586,1155266,295087,285684,47758,45580,117939,110963,6938,6829,184281,175746,1383149,1319575,384554,371682,99205,94729,182924,172550,17568,16915,1311830,1251880,816428,776608,247710,240313,11599,11267,107176,100632,4696,4559,124221,118501,933378,888043,307579,298149,40240,38448,154396,145363,11256,10634,550759,528188,394158,378658,47377,45371,36159,34313,10763,10331,2242,2270,60060,57245,449771,431532,76975,73533,58965,56281,28528,27187,6312,6281
R,7,2025,2,3725891,1903014,1822877,1233136,1178391,304565,294858,49206,47826,122714,116105,7171,7178,186222,178519,1407489,1345254,394896,382134,101058,97686,188551,178806,17891,17427,1342656,1281803,831327,790888,256919,248911,11875,11639,111785,105532,4762,4633,125988,120200,949903,903882,317507,307441,40837,39112,159897,151152,11412,10794,560358,541074,401809,387503,47646,45947,37331,36187,10929,10573,2409,2545,60234,58319,457586,441372,77389,74693,60221,58574,28654,27654,6479,6633
R,7,2025,3,3791993,1935244,1856749,1254416,1200247,311163,303220,47440,45583,127334,120637,7241,6938,187650,180124,1430101,1368607,402192,391210,99535,95680,193763,184089,18019,17241,1379271,1319243,853920,812657,264076,257545,12263,11647,116610,110265,4838,4585,127564,122544,973963,927827,325348,317124,41534,39615,165459,156908,11576,10878,555973,537506,400496,387590,47087,45675,35177,33936,10724,10372,2403,2353,60086,57580,456138,440780,76844,74086,58001,56065,28304,27181,6443,6363
R,7,2025,4,3712428,1897991,1814437,1230137,1170147,308579,300092,45239,43662,124941,118973,6671,6334,182424,175229,1400945,1333942,397060,385720,95819,92374,189563,180682,17139,16331,1369029,1303758,847957,801341,264639,257568,12361,11894,115110,109301,4609,4273,124353,119381,964979,913544,324325,315583,40859,39141,162796,154768,11181,10398,528962,510679,382180,368806,43940,42524,32878,31768,9831,9672,2062,2061,58071,55848,435966,420398,72735,70137,54960,53233,26767,25914,5958,5933
R,7,2025,5,3833003,1957818,1875185,1282336,1223131,306098,298348,47415,45172,129623,123655,6958,6583,185388,178296,1455934,1389855,396117,385587,98529,94458,195378,186419,17568,16704,1428825,1367441,897002,852626,264723,258762,14169,13631,120094,114399,4851,4604,127986,123419,1017436,968635,326258,318856,43494,41810,169081,161276,11610,10931,528993,507744,385334,370505,41375,39586,33246,31541,9529,9256,2107,1979,57402,54877,438498,421220,69859,66731,55035,52648,26297,25143,5958,5773
R,7,2025,6,3887513,1982503,1905010,1306680,1249445,308547,302144,48534,46837,128038,123041,7207,6915,183497,176628,1478483,1414588,397174,387906,99540,95986,192902,185294,17922,17047,1451967,1392258,917908,873155,267862,263167,15131,14672,118619,113864,5044,4955,127403,122445,1037738,988158,329008,322526,44467,42825,167222,160212,11878,11384,530536,512752,388772,376290,40685,38977,33403,32165,9419,9177,2163,1960,56094,54183,440745,426430,68166,65380,55073,53161,25680,25082,6044,5663
R,7,2025,7,3958385,2020117,1938268,1334547,1274782,315647,308622,49881,47909,130320,124967,7454,6824,182268,175164,1505130,1438442,403060,393283,101156,97055,194786,186675,18300,16976,1485600,1421181,941379,894501,275242,269417,15307,14808,121105,115861,5310,4851,127257,121743,1061003,1008812,336022,328123,44953,42887,169606,162071,12309,11281,534517,517087,393168,380281,40405,39205,34574,33101,9215,9106,2144,1973,55011,53421,444127,429630,67038,65160,56203,54168,25180,24604,5991,5695
R,7,2025,8,4013109,2049622,1963487,1358685,1295705,316259,308340,51123,49440,134807,128847,7605,7083,181143,174072,1527822,1458139,401884,391928,103001,99595,199050,189680,18545,17390,1506922,1438060,957313,907970,275797,268764,16172,15607,125374,119767,5407,5040,126859,120912,1076314,1021376,335415,326757,46322,44451,173915,165206,12491,11584,542700,525427,401372,387735,40462,39576,34951,33833,9433,9080,2198,2043,54284,53160,451508,436763,66469,65171,56679,55144,25135,24474,6054,5806
R,7,2025,9,4095711,2091459,2004252,1399269,1333824,316845,310250,52393,50735,133524,127985,7529,7191,181899,174267,1569180,1496430,402109,392956,105635,101753,197578,188828,18550,17653,1536164,1469326,986586,935967,276513,270981,16454,16190,124081,118956,5355,5137,127175,122095,1105954,1050455,336072,329023,47424,45945,172161,164668,12416,11860,555295,534926,412683,397857,40332,39269,35939,34545,9443,9029,2174,2054,54724,52172,463226,445975,66037,63933,58211,55808,25417,24160,6134,5793
