UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2022,999,334017321,165335932,168681389,125595851,126398132,21879491,23624174,2241554,2194655,10156568,10956948,449696,436212,5012772,5071268,130077299,130908343,24187087,26003268,3656430,3665817,12029061,12815492,881524,869871,132754745,136865857,97240101,98754886,20215928,21918611,1195709,1228191,9811544,10614030,323198,317462,3968265,4032677,100787327,102339168,22025452,23794091,2184508,2277986,11397087,12186790,660658,657911,32581187,31815532,28355750,27643246,1663563,1705563,1045845,966464,345024,342918,126498,118750,1044507,1038591,29289972,28569175,2161635,2209177,1471922,1387831,631974,628702,220866,211960
R,7,2022,0,3680587,1879559,1801028,1292709,1235872,304350,296263,35464,33914,111171,104462,7912,7495,127953,123022,1410382,1348986,375149,364468,59365,56979,158447,149751,16696,15858,1352463,1292475,867887,825769,263709,256826,12328,11695,102755,96605,4379,4131,101405,97449,961683,915878,320653,311662,27369,26204,141768,133978,10733,10189,527096,508553,424822,410103,40641,39437,23136,22219,8416,7857,3533,3364,26548,25573,448699,433108,54496,52806,31996,30775,16679,15773,5963,5669
R,7,2022,1,3602662,1842563,1760099,1264259,1202802,302523,293792,33920,32656,110030,104235,7051,6590,124780,120024,1379007,1313147,371506,360263,57189,55115,156211,148524,15607,14741,1344202,1279388,861462,814405,264799,257119,12405,11916,102399,96818,4151,3866,98986,95264,953011,902478,320294,310627,27058,26081,140591,133476,10356,9792,498361,480711,402797,388397,37724,36673,21515,20740,7631,7417,2900,2724,25794,24760,425996,410669,51212,49636,30131,29034,15620,15048,5251,4949
R,7,2022,2,3738864,1911200,1827664,1322738,1262189,302848,293777,35692,34164,117548,111003,7128,6729,125246,119802,1437925,1372358,372177,360215,58889,56455,163942,155220,15706,14853,1408762,1345141,914162,869482,266842,259160,13737,13241,109775,103611,4384,4073,99862,95574,1006490,957828,322851,312877,28491,27429,148343,140398,10683,10048,502438,482523,408576,392707,36006,34617,21955,20923,7773,7392,2744,2656,25384,24228,431435,414530,49326,47338,30398,29026,15599,14822,5023,4805
R,7,2022,3,3800263,1940472,1859791,1345953,1286059,305272,298192,36522,35080,119978,113513,7373,6942,125374,120005,1461190,1396361,374588,364716,59841,57511,166456,157754,15960,15079,1429265,1366208,929720,883535,268967,263085,14308,13840,111900,105884,4526,4277,99844,95587,1021960,971844,324829,316777,29140,28120,150557,142646,10854,10270,511207,493583,416233,402524,36305,35107,22214,21240,8078,7629,2847,2665,25530,24418,439230,424517,49759,47939,30701,29391,15899,15108,5106,4809
R,7,2022,4,3888578,1987690,1900888,1377599,1314006,312050,304681,37228,35129,125707,118008,7444,7055,127662,122009,1494930,1426136,382289,372175,60995,57936,173268,163088,16243,15370,1469023,1401131,953623,904905,276490,270238,14331,13837,117864,110421,4699,4399,102016,97331,1047844,994789,333287,324774,29487,28392,157613,147986,11219,10538,518667,499757,423976,409101,35560,34443,22897,21292,7843,7587,2745,2656,25646,24678,447086,431347,49002,47401,31508,29544,15655,15102,5024,4832
R,7,2022,5,3966181,2029435,1936746,1412012,1343700,312645,304347,36344,35115,132216,123902,7627,7183,128591,122499,1530105,1456259,382416,371539,60538,58352,180858,169404,16665,15636,1501640,1428364,976516,924619,277646,270360,15405,14768,124359,116413,4899,4531,102815,97673,1071358,1014784,333949,324585,30971,29637,165118,154356,11650,10779,527795,508382,435496,419081,34999,33987,20939,20347,7857,7489,2728,2652,25776,24826,458747,441475,48467,46954,29567,28715,15740,15048,5015,4857
R,7,2022,6,4069107,2079444,1989663,1462982,1393837,313441,307354,35936,34520,129799,122434,7504,7188,129782,124330,1582254,1508120,383653,375121,60729,58289,178655,168755,16605,15802,1538544,1469617,1013263,961388,278991,273949,15928,15325,121923,115043,4760,4563,103679,99349,1108988,1053142,335746,328740,31901,30647,162728,153737,11518,10959,540900,520046,449719,432449,34450,33405,20008,19195,7876,7391,2744,2625,26103,24981,473266,454978,47907,46381,28828,27642,15927,15018,5087,4843
R,7,2022,7,4104251,2096396,2007855,1472316,1405673,319416,311631,35647,34685,132089,124403,7415,7202,129513,124261,1591347,1519895,389526,379330,60528,58513,180643,170660,16501,15791,1556480,1486136,1022770,971739,284499,277651,16273,15601,124537,117159,4756,4597,103645,99389,1118453,1063524,341144,332420,32404,30989,165238,155866,11550,11010,539916,521719,449546,433934,34917,33980,19374,19084,7552,7244,2659,2605,25868,24872,472894,456371,48382,46910,28124,27524,15405,14794,4951,4781
R,7,2022,8,4091521,2095109,1996412,1475735,1399798,320079,311062,35845,34624,128231,121428,7090,6861,128129,122639,1593528,1512521,388986,378031,60638,58292,176475,166794,16202,15454,1558095,1481658,1028422,971473,284921,277188,16627,15897,121005,114587,4610,4454,102510,98059,1123117,1062024,340549,331399,32750,31222,161426,152485,11386,10840,537014,514754,447313,428325,35158,33874,19218,18727,7226,6841,2480,2407,25619,24580,470411,450497,48437,46632,27888,27070,15049,14309,4816,4614
