UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2024,999,340003797,166868649,173135148,121972564,124914499,21894842,23979811,3513783,3414443,11068808,12081154,467677,468808,7950975,8276433,129280031,132507050,24980603,27236145,6798675,6945765,13556767,14574665,990470,990618,132567275,138639703,94828657,97519788,19804799,21848192,1152798,1189180,10607150,11611977,344650,344608,5829221,6125958,100191389,103144459,22001498,24192480,3356769,3619273,12576031,13585963,722060,721673,34301374,34495445,27143907,27394711,2090043,2131619,2360985,2225263,461658,469177,123027,124200,2121754,2150475,29088642,29362591,2979105,3043665,3441906,3326492,980736,988702,268410,268945
R,7,2024,0,3617221,1849955,1767266,1204380,1149064,293384,284105,47018,44852,114572,107364,6849,6688,183752,175193,1376477,1312877,382667,369928,98386,93915,179242,168611,17441,16740,1305694,1245442,815219,775318,246435,239097,11596,11257,103902,97142,4631,4457,123911,118171,931905,886465,306268,296891,40241,38447,150822,141562,11160,10507,544261,521824,389161,373746,46949,45008,35422,33595,10670,10222,2218,2231,59841,57022,444572,426412,76399,73037,58145,55468,28420,27049,6281,6233
R,7,2024,1,3700305,1890411,1809894,1226873,1171913,302736,293027,48543,47071,119487,112751,7106,7069,185666,178063,1400730,1338376,392836,380135,100287,96853,185044,175191,17791,17288,1336518,1275664,830095,789690,255467,247494,11880,11634,108621,102308,4715,4559,125740,119979,948464,902502,316021,306000,40850,39125,156491,147692,11342,10702,553893,534230,396778,382223,47269,45533,36663,35437,10866,10443,2391,2510,59926,58084,452266,435874,76815,74135,59437,57728,28553,27499,6449,6586
R,7,2024,2,3766783,1922513,1844270,1247890,1194050,309386,301356,46723,44789,124253,117523,7190,6861,187071,179691,1423055,1362030,400149,389170,98698,94792,190409,180761,17933,17134,1373326,1313463,852605,811595,262710,256057,12264,11637,113624,107274,4791,4533,127332,122367,972448,926619,323948,315615,41539,39614,162249,153735,11510,10810,549187,530807,395285,382455,46676,45299,34459,33152,10629,10249,2399,2328,59739,57324,450607,435411,76201,73555,57159,55178,28160,27026,6423,6324
R,7,2024,3,3689270,1886275,1802995,1223786,1164175,307047,298425,44463,42977,122396,116411,6623,6276,181960,174731,1394176,1327514,395309,383821,94955,91547,186800,177931,17065,16249,1363923,1298656,846657,800203,263490,256248,12361,11895,112676,106836,4574,4228,124165,119246,963517,912291,323152,314250,40869,39147,160175,152165,11126,10343,522352,504339,377129,363972,43557,42177,32102,31082,9720,9575,2049,2048,57795,55485,430659,415223,72157,69571,54086,52400,26625,25766,5939,5906
R,7,2024,4,3811156,1947199,1863957,1276480,1216969,304696,296825,46720,44512,127440,121355,6902,6543,184961,177753,1449691,1383198,394526,383821,97758,93649,192979,183899,17490,16637,1424190,1362607,895780,851386,263659,257601,14170,13634,117976,112170,4815,4572,127790,123244,1016046,967243,325162,317668,43499,41820,166777,158877,11558,10885,523009,501350,380700,365583,41037,39224,32550,30878,9464,9185,2087,1971,57171,54509,433645,415955,69364,66153,54259,51829,26202,25022,5932,5752
R,7,2024,5,3866199,1972340,1893859,1301012,1243441,307293,300572,47901,46188,125888,120697,7163,6860,183083,176101,1472443,1408108,395766,386104,98806,95218,190547,182712,17854,16959,1447489,1387323,916692,871942,266929,261989,15127,14665,116516,111593,5010,4910,127215,122224,1036364,986753,328043,321310,44468,42815,164940,157743,11830,11323,524851,506536,384320,371499,40364,38583,32774,31523,9372,9104,2153,1950,55868,53877,436079,421355,67723,64794,54338,52403,25607,24969,6024,5636
R,7,2024,6,3938295,2010449,1927846,1329335,1269299,314347,306983,49244,47351,128225,122749,7428,6765,181870,174699,1499561,1432534,401612,391429,100426,96394,192485,184258,18251,16891,1481285,1416541,940259,893413,274290,268213,15304,14802,119070,113740,5293,4804,127069,121569,1059722,1007570,335042,326896,44954,42882,167392,159785,12275,11220,529164,511305,389076,375886,40057,38770,33940,32549,9155,9009,2135,1961,54801,53130,439839,424964,66570,64533,55472,53512,25093,24473,5976,5671
R,7,2024,7,3994511,2040568,1953943,1353926,1290795,314843,306780,50602,48903,132873,126783,7572,7047,180752,173635,1522713,1452836,400301,390173,102402,98964,196916,187408,18487,17329,1502767,1433772,956346,907001,274708,267660,16167,15599,123491,117778,5387,5012,126668,120722,1075184,1020242,334293,325621,46317,44440,171857,163041,12454,11542,537801,520171,397580,383794,40135,39120,34435,33304,9382,9005,2185,2035,54084,52913,447529,432594,66008,64552,56085,54524,25059,24367,6033,5787
R,7,2024,8,4077472,2082211,1995261,1394519,1329168,315266,308838,51926,50180,131586,126037,7481,7151,181433,173887,1564006,1491433,400318,391393,105076,101134,195429,186669,18476,17594,1531867,1465341,985638,935098,275269,269991,16451,16189,122209,117058,5322,5110,126978,121895,1104831,1049411,334801,328006,47420,45943,170110,162579,12367,11821,550344,529920,408881,394070,39997,38847,35475,33991,9377,8979,2159,2041,54455,51992,459175,442022,65517,63387,57656,55191,25319,24090,6109,5773
